Puntos turísticos;Establecimientos y personal empleado (plazas);Periodo;Total
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2021M09;52,40
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2021M08;71,16
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2021M07;56,35
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2021M06;43,63
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2021M05;34,90
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2021M04;21,31
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2021M03;24,19
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2021M02;8,65
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2021M01;33,72
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2020M12;16,18
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2020M11;7,99
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2020M10;30,65
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2020M09;46,06
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2020M08;61,89
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2020M07;42,04
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2020M06;.
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2020M05;.
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2020M04;0,00
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2020M03;25,63
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2020M02;63,67
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2020M01;58,98
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2019M12;54,40
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2019M11;29,64
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2019M10;35,82
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2019M09;44,24
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2019M08;67,54
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2019M07;52,36
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2019M06;54,70
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2019M05;16,65
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2019M04;42,66
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2019M03;63,20
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2019M02;68,43
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2019M01;44,45
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2018M12;52,32
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2018M11;37,44
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2018M10;53,17
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2018M09;44,11
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2018M08;71,71
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2018M07;54,48
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2018M06;37,13
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2018M05;.
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2018M04;22,91
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2018M03;63,61
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2018M02;73,78
25243 Vielha e Mijaran;Grado de ocupación por plazas en fin de semana;2018M01;50,29
