Puntos turísticos;Establecimientos y personal empleado (plazas);Periodo;Total
18134 Monachil;Grado de ocupación por plazas;2022M10;""
18134 Monachil;Grado de ocupación por plazas;2022M09;""
18134 Monachil;Grado de ocupación por plazas;2022M08;""
18134 Monachil;Grado de ocupación por plazas;2022M07;""
18134 Monachil;Grado de ocupación por plazas;2022M06;""
18134 Monachil;Grado de ocupación por plazas;2022M05;""
18134 Monachil;Grado de ocupación por plazas;2022M04;""
18134 Monachil;Grado de ocupación por plazas;2022M03;""
18134 Monachil;Grado de ocupación por plazas;2022M02;""
18134 Monachil;Grado de ocupación por plazas;2022M01;""
18134 Monachil;Grado de ocupación por plazas;2021M12;""
18134 Monachil;Grado de ocupación por plazas;2021M11;""
18134 Monachil;Grado de ocupación por plazas;2021M10;""
18134 Monachil;Grado de ocupación por plazas;2021M09;""
18134 Monachil;Grado de ocupación por plazas;2021M08;""
18134 Monachil;Grado de ocupación por plazas;2021M07;""
18134 Monachil;Grado de ocupación por plazas;2021M06;""
18134 Monachil;Grado de ocupación por plazas;2021M05;""
18134 Monachil;Grado de ocupación por plazas;2021M04;""
18134 Monachil;Grado de ocupación por plazas;2021M03;""
18134 Monachil;Grado de ocupación por plazas;2021M02;""
18134 Monachil;Grado de ocupación por plazas;2021M01;""
18134 Monachil;Grado de ocupación por plazas;2020M12;""
18134 Monachil;Grado de ocupación por plazas;2020M11;""
18134 Monachil;Grado de ocupación por plazas;2020M10;""
18134 Monachil;Grado de ocupación por plazas;2020M09;""
18134 Monachil;Grado de ocupación por plazas;2020M08;""
18134 Monachil;Grado de ocupación por plazas;2020M07;""
18134 Monachil;Grado de ocupación por plazas;2020M06;""
18134 Monachil;Grado de ocupación por plazas;2020M05;""
18134 Monachil;Grado de ocupación por plazas;2020M04;""
18134 Monachil;Grado de ocupación por plazas;2020M03;""
18134 Monachil;Grado de ocupación por plazas;2020M02;""
18134 Monachil;Grado de ocupación por plazas;2020M01;""
18134 Monachil;Grado de ocupación por plazas;2019M12;""
18134 Monachil;Grado de ocupación por plazas;2019M11;""
18134 Monachil;Grado de ocupación por plazas;2019M10;""
18134 Monachil;Grado de ocupación por plazas;2019M09;""
18134 Monachil;Grado de ocupación por plazas;2019M08;""
18134 Monachil;Grado de ocupación por plazas;2019M07;""
18134 Monachil;Grado de ocupación por plazas;2019M06;""
18134 Monachil;Grado de ocupación por plazas;2019M05;""
18134 Monachil;Grado de ocupación por plazas;2019M04;""
18134 Monachil;Grado de ocupación por plazas;2019M03;""
18134 Monachil;Grado de ocupación por plazas;2019M02;""
18134 Monachil;Grado de ocupación por plazas;2019M01;""
18134 Monachil;Grado de ocupación por plazas;2018M12;""
18134 Monachil;Grado de ocupación por plazas;2018M11;""
18134 Monachil;Grado de ocupación por plazas;2018M10;""
18134 Monachil;Grado de ocupación por plazas;2018M09;""
18134 Monachil;Grado de ocupación por plazas;2018M08;""
18134 Monachil;Grado de ocupación por plazas;2018M07;""
18134 Monachil;Grado de ocupación por plazas;2018M06;""
18134 Monachil;Grado de ocupación por plazas;2018M05;""
18134 Monachil;Grado de ocupación por plazas;2018M04;""
18134 Monachil;Grado de ocupación por plazas;2018M03;""
18134 Monachil;Grado de ocupación por plazas;2018M02;""
18134 Monachil;Grado de ocupación por plazas;2018M01;""
22054 Benasque;Grado de ocupación por plazas;2026M02;77,68
22054 Benasque;Grado de ocupación por plazas;2026M01;69,48
22054 Benasque;Grado de ocupación por plazas;2025M12;43,29
22054 Benasque;Grado de ocupación por plazas;2025M11;.
22054 Benasque;Grado de ocupación por plazas;2025M10;34,87
22054 Benasque;Grado de ocupación por plazas;2025M09;47,25
22054 Benasque;Grado de ocupación por plazas;2025M08;63,15
22054 Benasque;Grado de ocupación por plazas;2025M07;50,53
22054 Benasque;Grado de ocupación por plazas;2025M06;46,52
22054 Benasque;Grado de ocupación por plazas;2025M05;.
22054 Benasque;Grado de ocupación por plazas;2025M04;32,16
22054 Benasque;Grado de ocupación por plazas;2025M03;54,13
22054 Benasque;Grado de ocupación por plazas;2025M02;71,18
22054 Benasque;Grado de ocupación por plazas;2025M01;55,12
22054 Benasque;Grado de ocupación por plazas;2024M12;52,18
22054 Benasque;Grado de ocupación por plazas;2024M11;.
22054 Benasque;Grado de ocupación por plazas;2024M10;.
22054 Benasque;Grado de ocupación por plazas;2024M09;41,11
22054 Benasque;Grado de ocupación por plazas;2024M08;70,01
22054 Benasque;Grado de ocupación por plazas;2024M07;55,06
22054 Benasque;Grado de ocupación por plazas;2024M06;38,17
22054 Benasque;Grado de ocupación por plazas;2024M05;.
22054 Benasque;Grado de ocupación por plazas;2024M04;.
22054 Benasque;Grado de ocupación por plazas;2024M03;60,54
22054 Benasque;Grado de ocupación por plazas;2024M02;60,82
22054 Benasque;Grado de ocupación por plazas;2024M01;54,30
22054 Benasque;Grado de ocupación por plazas;2023M12;41,07
22054 Benasque;Grado de ocupación por plazas;2023M11;.
22054 Benasque;Grado de ocupación por plazas;2023M10;42,18
22054 Benasque;Grado de ocupación por plazas;2023M09;48,34
22054 Benasque;Grado de ocupación por plazas;2023M08;69,15
22054 Benasque;Grado de ocupación por plazas;2023M07;52,31
22054 Benasque;Grado de ocupación por plazas;2023M06;54,89
22054 Benasque;Grado de ocupación por plazas;2023M05;.
22054 Benasque;Grado de ocupación por plazas;2023M04;34,78
22054 Benasque;Grado de ocupación por plazas;2023M03;49,64
22054 Benasque;Grado de ocupación por plazas;2023M02;72,34
22054 Benasque;Grado de ocupación por plazas;2023M01;59,35
22054 Benasque;Grado de ocupación por plazas;2022M12;45,07
22054 Benasque;Grado de ocupación por plazas;2022M11;.
22054 Benasque;Grado de ocupación por plazas;2022M10;35,18
22054 Benasque;Grado de ocupación por plazas;2022M09;46,88
22054 Benasque;Grado de ocupación por plazas;2022M08;76,46
22054 Benasque;Grado de ocupación por plazas;2022M07;51,61
22054 Benasque;Grado de ocupación por plazas;2022M06;40,21
22054 Benasque;Grado de ocupación por plazas;2022M05;.
22054 Benasque;Grado de ocupación por plazas;2022M04;40,95
22054 Benasque;Grado de ocupación por plazas;2022M03;55,52
22054 Benasque;Grado de ocupación por plazas;2022M02;71,66
22054 Benasque;Grado de ocupación por plazas;2022M01;64,43
22054 Benasque;Grado de ocupación por plazas;2021M12;45,24
22054 Benasque;Grado de ocupación por plazas;2021M11;.
22054 Benasque;Grado de ocupación por plazas;2021M10;38,08
22054 Benasque;Grado de ocupación por plazas;2021M09;44,67
22054 Benasque;Grado de ocupación por plazas;2021M08;77,82
22054 Benasque;Grado de ocupación por plazas;2021M07;57,92
22054 Benasque;Grado de ocupación por plazas;2021M06;40,79
22054 Benasque;Grado de ocupación por plazas;2021M05;.
22054 Benasque;Grado de ocupación por plazas;2021M04;15,76
22054 Benasque;Grado de ocupación por plazas;2021M03;11,36
22054 Benasque;Grado de ocupación por plazas;2021M02;23,77
22054 Benasque;Grado de ocupación por plazas;2021M01;8,95
22054 Benasque;Grado de ocupación por plazas;2020M12;11,06
22054 Benasque;Grado de ocupación por plazas;2020M11;.
22054 Benasque;Grado de ocupación por plazas;2020M10;22,54
22054 Benasque;Grado de ocupación por plazas;2020M09;43,55
22054 Benasque;Grado de ocupación por plazas;2020M08;69,18
22054 Benasque;Grado de ocupación por plazas;2020M07;40,78
22054 Benasque;Grado de ocupación por plazas;2020M06;.
22054 Benasque;Grado de ocupación por plazas;2020M05;.
22054 Benasque;Grado de ocupación por plazas;2020M04;0,00
22054 Benasque;Grado de ocupación por plazas;2020M03;49,33
22054 Benasque;Grado de ocupación por plazas;2020M02;75,84
22054 Benasque;Grado de ocupación por plazas;2020M01;68,88
22054 Benasque;Grado de ocupación por plazas;2019M12;53,88
22054 Benasque;Grado de ocupación por plazas;2019M11;.
22054 Benasque;Grado de ocupación por plazas;2019M10;31,85
22054 Benasque;Grado de ocupación por plazas;2019M09;39,66
22054 Benasque;Grado de ocupación por plazas;2019M08;71,68
22054 Benasque;Grado de ocupación por plazas;2019M07;51,69
22054 Benasque;Grado de ocupación por plazas;2019M06;38,56
22054 Benasque;Grado de ocupación por plazas;2019M05;.
22054 Benasque;Grado de ocupación por plazas;2019M04;25,34
22054 Benasque;Grado de ocupación por plazas;2019M03;55,16
22054 Benasque;Grado de ocupación por plazas;2019M02;74,89
22054 Benasque;Grado de ocupación por plazas;2019M01;64,41
22054 Benasque;Grado de ocupación por plazas;2018M12;58,02
22054 Benasque;Grado de ocupación por plazas;2018M11;.
22054 Benasque;Grado de ocupación por plazas;2018M10;32,86
22054 Benasque;Grado de ocupación por plazas;2018M09;40,41
22054 Benasque;Grado de ocupación por plazas;2018M08;69,86
22054 Benasque;Grado de ocupación por plazas;2018M07;52,61
22054 Benasque;Grado de ocupación por plazas;2018M06;33,83
22054 Benasque;Grado de ocupación por plazas;2018M05;.
22054 Benasque;Grado de ocupación por plazas;2018M04;44,73
22054 Benasque;Grado de ocupación por plazas;2018M03;60,95
22054 Benasque;Grado de ocupación por plazas;2018M02;75,78
22054 Benasque;Grado de ocupación por plazas;2018M01;61,99
22125 Huesca;Grado de ocupación por plazas;2026M02;39,21
22125 Huesca;Grado de ocupación por plazas;2026M01;.
22125 Huesca;Grado de ocupación por plazas;2025M12;.
22125 Huesca;Grado de ocupación por plazas;2025M11;41,70
22125 Huesca;Grado de ocupación por plazas;2025M10;.
22125 Huesca;Grado de ocupación por plazas;2025M09;58,82
22125 Huesca;Grado de ocupación por plazas;2025M08;67,38
22125 Huesca;Grado de ocupación por plazas;2025M07;.
22125 Huesca;Grado de ocupación por plazas;2025M06;44,48
22125 Huesca;Grado de ocupación por plazas;2025M05;54,55
22125 Huesca;Grado de ocupación por plazas;2025M04;.
22125 Huesca;Grado de ocupación por plazas;2025M03;.
22125 Huesca;Grado de ocupación por plazas;2025M02;.
22125 Huesca;Grado de ocupación por plazas;2025M01;.
22125 Huesca;Grado de ocupación por plazas;2024M12;45,93
22125 Huesca;Grado de ocupación por plazas;2024M11;42,70
22125 Huesca;Grado de ocupación por plazas;2024M10;52,44
22125 Huesca;Grado de ocupación por plazas;2024M09;56,20
