estacion,anio,mes,comunidad,orientacion,altitud_base_m,altitud_cima_m,desnivel_m,umbria,dias_abierta,dias_totales,pct_dias_abierta,km_abiertos_med,pct_remontes_med,pct_pistas_med,pct_km_med,espesor_max_med,espesor_min_med,dias_nieve_polvo,dias_nieve_dura,dias_nieve_artificial,dias_nieve_pisada,dias_nieve_primavera,dias_finde,dias_festivo,dias_semana_navidad,dias_semana_santa,dias_temporada_esqui,temp_max_med,temp_min_med,temp_media_med,precipitacion_total,nieve_total_cm,viento_max_med,zona_hotelera,ocupacion_general_pct,ocupacion_finde_pct
Boí Taüll,2025,2,Cataluña,N,2020,2751,731,1,28,28,1.0,29.714285714285715,0.8571428571428571,0.659468438538206,0.6459627329192547,103.75,75.0,25,20,0,0,0,8,1,0,0,28,,,,0.0,0.0,,"Vall de Boí, La",67.03,82.53
Boí Taüll,2025,3,Cataluña,N,2020,2751,731,1,29,31,0.9354838709677419,35.689655172413794,0.7965517241379311,0.7923015236567762,0.7758620689655172,212.58064516129033,132.41935483870967,29,11,0,0,0,10,0,0,0,31,,,,0.0,0.0,,"Vall de Boí, La",52.4,65.38
Boí Taüll,2025,4,Cataluña,N,2020,2751,731,1,21,30,0.7,38.714285714285715,0.8142857142857144,0.8582502768549279,0.8416149068322982,280.0,152.38095238095238,7,15,0,0,14,8,3,0,2,30,,,,0.0,0.0,,"Vall de Boí, La",,
Boí Taüll,2025,5,Cataluña,N,2020,2751,731,1,0,31,0.0,,,,,,,0,0,0,0,0,9,2,0,0,31,,,,0.0,0.0,,"Vall de Boí, La",,
Boí Taüll,2025,6,Cataluña,N,2020,2751,731,1,0,30,0.0,,,,,,,0,0,0,0,0,9,0,0,0,0,,,,0.0,0.0,,"Vall de Boí, La",38.89,47.53
Boí Taüll,2025,7,Cataluña,N,2020,2751,731,1,0,31,0.0,,,,,,,0,0,0,0,0,8,0,0,0,0,,,,0.0,0.0,,"Vall de Boí, La",52.77,72.44
Boí Taüll,2025,8,Cataluña,N,2020,2751,731,1,0,31,0.0,,,,,,,0,0,0,0,0,10,1,0,0,0,,,,0.0,0.0,,"Vall de Boí, La",60.75,48.12
Boí Taüll,2025,9,Cataluña,N,2020,2751,731,1,0,8,0.0,,,,,,,0,0,0,0,0,2,0,0,0,0,,,,0.0,0.0,,"Vall de Boí, La",35.59,41.65
Candanchú,2018,1,Aragón,N,1530,2400,870,1,29,29,1.0,33.41379310344828,0.7020689655172414,0.7254901960784313,0.6616592693752135,146.89655172413794,55.689655172413794,16,13,0,0,0,7,1,1,0,29,4.413793103448276,-1.2689655172413792,1.5999999999999999,124.2,48.300000000000004,14.486206896551725,Jaca,59.25,66.0
Candanchú,2018,2,Aragón,N,1530,2400,870,1,26,26,1.0,37.98076923076923,0.7307692307692307,0.8031674208144797,0.7520944402132521,198.26923076923077,64.03846153846153,22,11,0,0,0,7,1,0,0,26,1.1653846153846155,-5.4423076923076925,-2.0538461538461537,141.0,82.67,17.36923076923077,Jaca,61.04,79.99
Candanchú,2018,3,Aragón,N,1530,2400,870,1,29,29,1.0,33.1551724137931,0.7172413793103448,0.7241379310344828,0.6565380675998634,287.58620689655174,94.48275862068965,24,8,0,0,0,8,1,0,1,29,2.693103448275862,-2.6241379310344826,0.08275862068965519,308.8,135.24,16.02758620689655,Jaca,56.59,68.01
Candanchú,2018,4,Aragón,N,1530,2400,870,1,8,29,0.27586206896551724,35.0,0.7,0.7475490196078431,0.693069306930693,400.0,113.75,3,4,0,0,3,8,1,0,0,29,9.217241379310344,1.6586206896551725,5.286206896551724,235.8,83.58,12.182758620689656,Jaca,46.41,62.44
Candanchú,2018,5,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,2,0,0,31,12.319354838709677,4.064516129032258,8.303225806451612,124.7,3.71,13.770967741935483,Jaca,46.06,54.46
Candanchú,2018,6,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,9,0,0,0,0,17.790000000000003,9.586666666666668,13.813333333333333,136.8,0.0,12.55,Jaca,49.79,60.92
Candanchú,2018,7,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,9,0,0,0,0,20.94193548387097,12.441935483870967,17.032258064516128,101.0,0.0,12.325806451612904,Jaca,60.27,72.31
Candanchú,2018,8,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,1,0,0,0,21.80322580645161,12.258064516129032,17.187096774193545,50.7,0.0,13.067741935483872,Jaca,73.54,76.17
Candanchú,2018,9,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,10,1,0,0,0,19.56,10.203333333333335,14.913333333333332,56.5,0.0,11.423333333333334,Jaca,67.69,76.89
Candanchú,2018,10,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,1,0,0,31,12.680645161290323,4.770967741935484,8.619354838709677,188.3,8.469999999999999,14.254838709677419,Jaca,,
Candanchú,2018,11,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,8,1,0,0,30,6.426666666666667,-0.026666666666666602,3.57,140.7,50.26,12.966666666666667,Jaca,,
Candanchú,2018,12,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,10,4,2,0,31,8.170967741935485,0.5903225806451613,4.364516129032259,56.8,18.060000000000002,12.183870967741935,Jaca,40.03,45.76
Candanchú,2019,1,Aragón,N,1530,2400,870,1,21,31,0.6774193548387096,9.523809523809524,0.373015873015873,0.2642390289449113,0.18859028760018856,53.95238095238095,27.142857142857142,19,9,0,0,0,8,2,2,0,31,4.258064516129032,-2.545161290322581,0.41935483870967744,214.1,139.23,18.62258064516129,Jaca,46.07,58.21
Candanchú,2019,2,Aragón,N,1530,2400,870,1,28,28,1.0,37.964285714285715,0.7038690476190476,0.7941176470588235,0.7517680339462517,159.28571428571428,64.28571428571429,17,21,0,0,0,8,1,0,0,28,7.178571428571429,-0.7107142857142856,3.582142857142857,57.7,27.580000000000002,13.103571428571428,Jaca,64.27,80.04
Candanchú,2019,3,Aragón,N,1530,2400,870,1,29,29,1.0,38.51724137931034,0.6882183908045977,0.7707910750507099,0.7627176510754524,163.79310344827587,40.3448275862069,10,21,0,0,5,9,0,0,0,29,7.686206896551725,-1.1482758620689655,3.3275862068965516,34.5,7.91,15.344827586206897,Jaca,60.26,76.92
Candanchú,2019,4,Aragón,N,1530,2400,870,1,20,29,0.6896551724137931,30.075,0.45625,0.6019607843137255,0.5955445544554456,157.25,32.75,7,0,0,0,14,8,3,0,2,29,8.158620689655173,0.3931034482758621,4.310344827586207,183.9,53.97,13.796551724137931,Jaca,52.42,51.69
Candanchú,2019,5,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,2,0,0,31,12.251612903225807,3.4838709677419355,7.951612903225806,110.89999999999999,12.04,15.67741935483871,Jaca,48.19,66.13
Candanchú,2019,6,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,10,0,0,0,0,19.046666666666667,10.576666666666666,15.073333333333332,87.2,1.26,13.963333333333333,Jaca,58.02,73.6
Candanchú,2019,7,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,0,0,0,0,22.838709677419356,13.454838709677418,18.43548387096774,39.5,0.0,12.893548387096773,Jaca,56.75,72.17
Candanchú,2019,8,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,9,1,0,0,0,21.796774193548387,12.94516129032258,17.52258064516129,100.4,0.0,12.245161290322581,Jaca,70.9,68.18
Candanchú,2019,9,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,9,1,0,0,0,18.11,9.386666666666667,13.776666666666667,43.1,0.0,14.286666666666667,Jaca,54.96,64.32
Candanchú,2019,10,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,1,0,0,31,13.832258064516129,6.441935483870967,10.225806451612904,162.9,0.21,13.819354838709677,Jaca,48.83,68.23
Candanchú,2019,11,Aragón,N,1530,2400,870,1,8,30,0.26666666666666666,18.4125,0.38541666666666663,0.45588235294117646,0.3646039603960396,136.25,47.5,5,3,0,0,0,9,1,0,0,30,3.8833333333333333,-0.9566666666666667,1.54,334.8,105.63,13.85,Jaca,43.73,61.56
Candanchú,2019,12,Aragón,N,1530,2400,870,1,29,31,0.9354838709677419,23.017241379310345,0.5732758620689655,0.5314401622718052,0.45578695800614544,133.2258064516129,26.29032258064516,13,20,0,0,0,9,4,2,0,31,7.0,0.7387096774193548,3.7096774193548385,243.4,58.870000000000005,14.193548387096774,Jaca,51.94,77.36
Candanchú,2020,1,Aragón,N,1530,2400,870,1,31,31,1.0,27.887096774193548,0.5604838709677419,0.5768500948766604,0.5522197381028425,139.67741935483872,17.903225806451612,17,23,0,0,0,8,2,2,0,31,6.638709677419355,-0.7032258064516129,3.141935483870968,105.4,57.33,12.077419354838709,Jaca,54.46,67.53
Candanchú,2020,2,Aragón,N,1530,2400,870,1,27,27,1.0,24.90740740740741,0.566358024691358,0.5185185185185185,0.49321598826549323,131.11111111111111,12.222222222222221,2,25,0,0,0,7,1,0,0,27,9.192592592592591,1.7962962962962963,5.4185185185185185,21.3,3.15,13.848148148148148,Jaca,67.06,76.08
Candanchú,2020,3,Aragón,N,1530,2400,870,1,13,31,0.41935483870967744,21.0,0.4807692307692308,0.4675716440422323,0.4158415841584158,146.15384615384616,13.076923076923077,7,3,0,0,0,9,0,0,0,31,7.67741935483871,0.2806451612903226,4.048387096774194,219.1,64.12,14.790322580645162,Jaca,48.47,46.36
Candanchú,2020,4,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,8,3,0,2,30,10.596666666666666,3.94,7.1866666666666665,144.9,1.54,13.04,Jaca,0.0,0.0
Candanchú,2020,5,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,10,2,0,0,31,16.322580645161292,7.867741935483871,12.251612903225807,171.0,0.0,12.63225806451613,Jaca,,
Candanchú,2020,6,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,8,0,0,0,0,16.163333333333334,8.386666666666667,12.373333333333333,98.1,0.0,12.486666666666668,Jaca,,
Candanchú,2020,7,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,0,0,0,0,23.154838709677417,13.396774193548387,18.490322580645163,34.2,0.0,13.132258064516128,Jaca,35.97,48.75
Candanchú,2020,8,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,10,1,0,0,0,22.725806451612904,13.167741935483871,17.870967741935484,60.7,0.0,14.374193548387096,Jaca,48.8,59.02
Candanchú,2020,9,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,8,1,0,0,0,18.223333333333336,9.206666666666667,13.516666666666667,141.9,6.09,14.366666666666667,Jaca,23.2,33.82
Candanchú,2020,10,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,9,1,0,0,31,9.751612903225807,3.5161290322580645,6.877419354838709,213.0,29.12,14.225806451612904,Jaca,20.92,26.07
Candanchú,2020,11,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,9,1,0,0,30,10.303333333333335,3.61,7.196666666666667,56.0,0.14,12.576666666666666,Jaca,,
Candanchú,2020,12,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,4,2,0,31,2.896774193548387,-2.1451612903225805,0.4838709677419355,239.4,128.24,13.941935483870967,Jaca,,
Candanchú,2021,1,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,10,2,2,0,31,1.8258064516129033,-4.029032258064516,-1.2774193548387098,159.2,84.35,15.338709677419354,Jaca,,
Candanchú,2021,2,Aragón,N,1530,2400,870,1,0,28,0.0,,,,,,,0,0,0,0,0,8,1,0,0,28,6.428571428571429,0.8535714285714285,3.4285714285714284,123.0,38.5,14.157142857142857,Jaca,,
Candanchú,2021,3,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,0,0,0,31,6.687096774193549,-0.7903225806451613,3.0354838709677416,17.6,7.140000000000001,14.458064516129031,Jaca,,
Candanchú,2021,4,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,8,3,0,2,30,9.389999999999999,1.3966666666666667,5.2733333333333325,108.9,6.510000000000001,14.37,Jaca,25.21,36.92
Candanchú,2021,5,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,10,2,0,0,31,12.374193548387098,4.325806451612903,8.525806451612903,120.8,3.22,13.932258064516128,Jaca,,
Candanchú,2021,6,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,8,0,0,0,0,17.933333333333334,9.586666666666668,14.023333333333333,137.1,0.0,12.716666666666667,Jaca,38.51,60.54
Candanchú,2021,7,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,9,0,0,0,0,21.067741935483873,11.3,16.412903225806453,59.1,0.0,13.899999999999999,Jaca,61.79,70.78
Candanchú,2021,8,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,9,1,0,0,0,22.73225806451613,12.17741935483871,17.274193548387096,47.2,0.0,13.574193548387097,Jaca,79.17,80.39
Candanchú,2021,9,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,8,1,0,0,0,17.346666666666668,9.78,13.44,133.4,0.0,12.07,Jaca,56.68,66.84
Candanchú,2021,10,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,10,1,0,0,31,13.641935483870967,5.090322580645162,9.419354838709678,76.3,0.0,11.667741935483871,Jaca,51.8,59.07
Candanchú,2021,11,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,8,1,0,0,30,5.873333333333333,-0.6133333333333334,2.5866666666666664,115.2,62.790000000000006,16.513333333333332,Jaca,,
Candanchú,2021,12,Aragón,N,1530,2400,870,1,29,31,0.9354838709677419,34.0,0.6386806596701649,0.7058823529411764,0.6732673267326732,192.0,91.0,21,15,0,0,1,8,4,2,0,31,6.9,0.4645161290322581,4.067741935483871,261.3,126.7,13.290322580645162,Jaca,43.82,38.61
Candanchú,2022,1,Aragón,N,1530,2400,870,1,31,31,1.0,33.88709677419355,0.7124824684431978,0.7330803289057559,0.6710316192909613,158.70967741935485,91.93548387096774,21,28,0,0,4,10,2,2,0,31,5.95483870967742,-2.032258064516129,2.729032258064516,103.9,34.72,12.170967741935485,Jaca,52.26,71.33
Candanchú,2022,2,Aragón,N,1530,2400,870,1,28,28,1.0,37.714285714285715,0.7158385093167702,0.757703081232493,0.7468175388967468,167.5,95.35714285714286,6,20,0,0,1,8,1,0,0,28,7.121428571428572,-0.010714285714285716,3.542857142857143,25.2,8.61,13.646428571428572,Jaca,64.38,77.99
Candanchú,2022,3,Aragón,N,1530,2400,870,1,31,31,1.0,35.04838709677419,0.635343618513324,0.7008222643896268,0.6940274672628554,235.0,98.06451612903226,11,3,0,0,10,8,0,0,0,31,5.848387096774194,-0.03870967741935488,2.8096774193548386,102.3,45.01,14.90967741935484,Jaca,45.02,54.38
Candanchú,2022,4,Aragón,N,1530,2400,870,1,12,30,0.4,28.416666666666668,0.5217391304347826,0.5441176470588235,0.5627062706270627,228.75,36.25,3,2,0,0,6,9,3,0,2,30,9.24,0.5133333333333334,4.876666666666667,140.5,47.81,16.273333333333333,Jaca,50.11,46.72
Candanchú,2022,5,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,9,2,0,0,31,17.64516129032258,7.945161290322581,12.874193548387098,50.5,0.49,14.812903225806451,Jaca,41.31,47.1
Candanchú,2022,6,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,8,0,0,0,0,21.740000000000002,12.26,16.986666666666668,132.4,0.0,15.323333333333332,Jaca,50.69,60.58
Candanchú,2022,7,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,10,0,0,0,0,25.980645161290322,14.90967741935484,20.70967741935484,15.899999999999999,0.0,13.567741935483872,Jaca,60.29,65.28
Candanchú,2022,8,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,1,0,0,0,24.87741935483871,14.470967741935485,19.55483870967742,38.2,0.0,13.83548387096774,Jaca,71.17,78.12
Candanchú,2022,9,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,8,1,0,0,0,18.28666666666667,9.626666666666667,13.766666666666667,68.5,0.07,14.443333333333333,Jaca,56.62,69.38
Candanchú,2022,10,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,10,1,0,0,31,16.425806451612903,8.83548387096774,12.474193548387097,165.7,0.0,13.670967741935485,Jaca,,
Candanchú,2022,11,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,8,1,0,0,30,8.476666666666667,2.6166666666666667,5.6466666666666665,177.5,31.5,14.686666666666666,Jaca,,
Candanchú,2022,12,Aragón,N,1530,2400,870,1,27,31,0.8709677419354839,14.018518518518519,0.3804713804713804,0.24886289798570493,0.2775944261092776,44.81481481481482,15.0,11,13,0,0,0,9,4,2,0,31,6.32258064516129,0.6903225806451613,3.616129032258064,138.6,15.33,10.848387096774195,Jaca,39.96,34.12
Candanchú,2023,1,Aragón,N,1530,2400,870,1,30,31,0.967741935483871,25.166666666666668,0.4257575757575758,0.47076023391812866,0.49834983498349833,135.0,54.166666666666664,24,6,0,0,0,9,2,2,0,31,3.1806451612903226,-4.064516129032258,-0.38064516129032255,169.4,92.82000000000001,16.258064516129032,Jaca,52.71,54.33
Candanchú,2023,2,Aragón,N,1530,2400,870,1,28,28,1.0,44.125,0.7207792207792209,0.8840852130325815,0.8737623762376238,233.92857142857142,83.39285714285714,27,2,0,0,0,8,1,0,0,28,6.096428571428571,-2.475,2.0321428571428575,59.60000000000001,38.36,12.132142857142856,Jaca,69.7,81.46
Candanchú,2023,3,Aragón,N,1530,2400,870,1,31,31,1.0,28.70967741935484,0.5645161290322581,0.5800792303338993,0.5685084637496008,186.93548387096774,45.16129032258065,6,0,0,0,14,8,0,0,0,31,9.725806451612904,1.4806451612903226,5.732258064516128,68.6,7.35,14.23225806451613,Jaca,52.84,60.25
Candanchú,2023,4,Aragón,N,1530,2400,870,1,9,30,0.3,11.944444444444445,0.28787878787878785,0.23586744639376211,0.23652365236523648,146.66666666666666,18.88888888888889,2,0,0,0,7,10,3,0,2,30,12.139999999999999,2.99,7.713333333333334,85.1,16.31,16.24,Jaca,46.02,58.86
Candanchú,2023,5,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,2,0,0,31,14.225806451612904,5.148387096774194,9.577419354838709,87.3,0.77,15.680645161290323,Jaca,38.18,47.26
Candanchú,2023,6,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,8,0,0,0,0,18.903333333333332,10.613333333333333,14.966666666666667,169.1,0.0,11.92,Jaca,51.93,53.89
Candanchú,2023,7,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,10,0,0,0,0,22.203225806451613,12.770967741935483,17.664516129032258,44.8,0.0,13.916129032258064,Jaca,55.24,58.48
Candanchú,2023,8,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,1,0,0,0,23.4741935483871,13.429032258064517,18.59032258064516,32.2,0.0,16.16774193548387,Jaca,67.58,74.49
Candanchú,2023,9,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,9,1,0,0,0,19.540000000000003,11.163333333333332,15.323333333333332,83.8,0.0,13.786666666666667,Jaca,51.93,57.74
Candanchú,2023,10,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,9,1,0,0,31,15.183870967741935,8.351612903225806,12.093548387096773,320.5,0.0,13.287096774193548,Jaca,48.88,62.59
Candanchú,2023,11,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,8,1,0,0,30,8.533333333333333,2.2333333333333334,5.413333333333333,253.4,24.85,14.99,Jaca,,
Candanchú,2023,12,Aragón,N,1530,2400,870,1,15,31,0.4838709677419355,5.733333333333333,0.21515151515151512,0.10175438596491224,0.11353135313531351,30.0,17.666666666666668,6,12,0,0,0,10,4,2,0,31,7.232258064516129,0.23870967741935487,3.8258064516129036,111.8,34.23,13.345161290322581,Jaca,32.67,34.16
Candanchú,2024,1,Aragón,N,1530,2400,870,1,30,31,0.967741935483871,13.683333333333334,0.4287878787878788,0.29298245614035084,0.27095709570957094,63.333333333333336,26.0,16,11,0,0,9,8,2,2,0,31,7.16774193548387,-0.25483870967741934,3.670967741935484,91.8,13.86,11.393548387096773,Jaca,52.42,44.06
Candanchú,2024,2,Aragón,N,1530,2400,870,1,29,29,1.0,15.03448275862069,0.34796238244514105,0.29038112522686016,0.29771252987367697,69.48275862068965,28.448275862068964,16,6,0,0,13,8,1,0,0,29,7.558620689655172,-0.34137931034482755,3.6724137931034484,209.0,102.97,15.762068965517242,Jaca,57.5,59.45
Candanchú,2024,3,Aragón,N,1530,2400,870,1,31,31,1.0,40.645161290322584,0.6495601173020528,0.7860780984719864,0.8048546790162887,263.7096774193548,103.06451612903226,19,0,0,0,11,10,2,0,2,31,6.506451612903225,-1.364516129032258,2.9838709677419355,307.5,165.62,14.648387096774194,Jaca,57.23,57.15
Candanchú,2024,4,Aragón,N,1530,2400,870,1,7,30,0.23333333333333334,32.642857142857146,0.512987012987013,0.619047619047619,0.6463932107496463,230.0,28.571428571428573,3,0,0,0,2,8,1,0,0,30,10.229999999999999,1.4733333333333332,5.9399999999999995,99.8,23.87,15.69,Jaca,38.04,41.05
Candanchú,2024,5,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,2,0,0,31,12.845161290322581,4.080645161290323,8.561290322580644,108.3,4.550000000000001,13.548387096774194,Jaca,43.36,53.12
Candanchú,2024,6,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,10,0,0,0,0,18.456666666666667,9.22,13.996666666666666,68.7,0.0,14.273333333333333,Jaca,54.17,61.17
Candanchú,2024,7,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,0,0,0,0,23.76451612903226,13.287096774193548,18.580645161290324,52.3,0.0,15.009677419354839,Jaca,59.7,70.67
Candanchú,2024,8,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,9,1,0,0,0,24.60322580645161,13.958064516129031,19.258064516129032,86.9,0.0,14.196774193548388,Jaca,74.9,74.9
Candanchú,2024,9,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,9,1,0,0,0,14.936666666666667,7.0233333333333325,10.846666666666666,151.6,0.07,14.636666666666667,Jaca,57.86,64.58
Candanchú,2024,10,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,1,0,0,31,12.90967741935484,6.412903225806452,9.725806451612904,277.90000000000003,1.61,14.193548387096774,Jaca,42.07,55.19
Candanchú,2024,11,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,9,1,0,0,30,10.296666666666665,3.246666666666667,6.463333333333334,59.2,2.8000000000000003,12.633333333333333,Jaca,33.98,55.2
Candanchú,2024,12,Aragón,N,1530,2400,870,1,18,31,0.5806451612903226,23.02777777777778,0.6994949494949495,0.5087719298245613,0.45599559955995594,86.94444444444444,46.111111111111114,11,8,0,0,7,9,4,2,0,31,4.967741935483871,-1.167741935483871,1.964516129032258,118.0,65.8,14.338709677419354,Jaca,32.81,47.12
Candanchú,2025,1,Aragón,N,1530,2400,870,1,31,31,1.0,18.580645161290324,0.6187683284457478,0.3978494623655914,0.3679335675503034,75.48387096774194,34.354838709677416,17,13,0,0,4,8,2,2,0,31,4.693548387096774,-1.6387096774193548,1.4709677419354839,156.7,42.63,14.12258064516129,Jaca,46.14,55.05
Candanchú,2025,2,Aragón,N,1530,2400,870,1,28,28,1.0,36.07142857142857,0.6996753246753247,0.7236842105263158,0.7142857142857143,147.5,40.714285714285715,12,8,0,0,12,8,1,0,0,28,6.925,-1.6892857142857143,2.6107142857142853,64.0,27.580000000000002,11.453571428571427,Jaca,64.79,75.39
Candanchú,2025,3,Aragón,N,1530,2400,870,1,31,31,1.0,21.85483870967742,0.48680351906158353,0.4301075268817203,0.43276908335994885,157.41935483870967,30.0,22,2,0,0,7,10,0,0,0,31,6.338709677419355,-0.5645161290322581,2.512903225806452,152.8,43.05,18.38064516129032,Jaca,41.99,44.1
Candanchú,2025,4,Aragón,N,1530,2400,870,1,13,30,0.43333333333333335,16.692307692307693,0.2622377622377622,0.32523616734143046,0.3305407463823305,163.84615384615384,34.23076923076923,0,0,0,0,9,8,3,0,2,30,11.636666666666665,3.0833333333333335,7.11,149.2,30.8,14.6,Jaca,40.78,50.2
Candanchú,2025,5,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,9,2,0,0,31,14.651612903225805,5.138709677419355,9.90967741935484,105.19999999999999,3.5,14.73225806451613,Jaca,48.28,64.96
Candanchú,2025,6,Aragón,N,1530,2400,870,1,0,30,0.0,,,,,,,0,0,0,0,0,9,0,0,0,0,23.44,13.16,18.34,98.5,0.0,13.879999999999999,Jaca,53.98,64.96
Candanchú,2025,7,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,8,0,0,0,0,22.583870967741937,12.174193548387096,17.241935483870968,76.60000000000001,0.0,13.9,Jaca,63.38,73.49
Candanchú,2025,8,Aragón,N,1530,2400,870,1,0,31,0.0,,,,,,,0,0,0,0,0,10,1,0,0,0,24.916129032258063,14.438709677419356,19.45483870967742,50.699999999999996,0.0,14.016129032258064,Jaca,70.63,71.07
Candanchú,2025,9,Aragón,N,1530,2400,870,1,0,8,0.0,,,,,,,0,0,0,0,0,2,0,0,0,0,19.45,9.4125,14.2875,16.5,0.0,14.0,Jaca,56.7,67.88
Cerler,2018,1,Aragón,NE,1550,2630,1080,0,29,29,1.0,55.758620689655174,0.883847549909256,0.7011494252873562,0.6883780332056194,112.06896551724138,51.89655172413793,29,14,0,0,0,7,1,1,0,29,-0.9724137931034482,-6.482758620689655,-3.6551724137931036,109.39999999999999,75.11,12.120689655172415,Benasque,61.99,60.14
Cerler,2018,2,Aragón,NE,1550,2630,1080,0,26,26,1.0,59.61538461538461,0.8744939271255061,0.7681159420289856,0.7359924026590693,178.84615384615384,94.8076923076923,26,9,0,0,0,7,1,0,0,26,-4.934615384615385,-11.696153846153846,-8.038461538461538,187.6,130.62,12.334615384615384,Benasque,75.78,88.49
Cerler,2018,3,Aragón,NE,1550,2630,1080,0,29,29,1.0,56.275862068965516,0.8021778584392014,0.7231384307846077,0.6947637292464879,254.48275862068965,118.79310344827586,29,3,0,0,5,8,1,0,1,29,-2.3310344827586205,-8.13103448275862,-5.217241379310345,258.90000000000003,176.68,13.724137931034482,Benasque,60.95,71.29
Cerler,2018,4,Aragón,NE,1550,2630,1080,0,8,29,0.27586206896551724,69.125,0.8289473684210527,0.8768115942028986,0.8533950617283951,262.5,88.75,8,0,0,0,8,8,1,0,0,29,3.486206896551724,-2.8241379310344827,0.44137931034482747,224.1,136.43,10.286206896551725,Benasque,44.73,35.93
