estacion,fecha,estado_abierta,remontes_abiertos,remontes_total,pistas_abiertas,pistas_total,kilometros_abiertos,kilometros_total,espesor_minimo,espesor_maximo,tipo_nieve,anio,mes,dia_semana,es_finde,nombre_mes,es_temporada_esqui,temporada_esqui,temporada_inicio,tipo_nieve_limpia,nieve_polvo,nieve_dura,nieve_humeda,nieve_primavera,nieve_artificial,nieve_pisada,pct_remontes_abiertos,pct_pistas_abiertas,pct_km_abiertos
Alto Campoo,2009-11-30,0,,13,,23,,27.77,,,Cerrada,2009,11,0,0,noviembre,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2009-12-01,0,,13,,23,,27.77,,,Cerrada,2009,12,1,0,diciembre,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2009-12-02,0,,13,,23,,27.77,,,Cerrada,2009,12,2,0,diciembre,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2009-12-03,0,,13,,23,,27.77,,,Cerrada,2009,12,3,0,diciembre,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2009-12-04,0,,13,,23,,27.77,,,Cerrada,2009,12,4,0,diciembre,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2009-12-05,0,,13,,23,,27.77,,,Cerrada,2009,12,5,1,diciembre,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2009-12-09,0,,13,,23,,27.77,,,Cerrada,2009,12,2,0,diciembre,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2009-12-11,0,,13,,23,,27.77,,,Cerrada,2009,12,4,0,diciembre,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2009-12-14,0,,13,,23,,27.77,,,Cerrada,2009,12,0,0,diciembre,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2009-12-16,0,,13,,23,,27.77,,,Cerrada,2009,12,2,0,diciembre,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2009-12-19,0,9,13,14,23,13.68,27.77,20.0,40.0,Previsión Apertura,2009,12,5,1,diciembre,True,2009/2010,2009,,0,0,0,0,0,0,0.6923076923076923,0.6086956521739131,0.49261793302124596
Alto Campoo,2009-12-21,1,10,13,15,23,16.19,27.77,60.0,80.0,Polvo,2009,12,0,0,diciembre,True,2009/2010,2009,Polvo,1,0,0,0,0,0,0.7692307692307693,0.6521739130434783,0.5830032409074541
Alto Campoo,2009-12-23,1,10,13,15,23,16.19,27.77,60.0,80.0,Polvo,2009,12,2,0,diciembre,True,2009/2010,2009,Polvo,1,0,0,0,0,0,0.7692307692307693,0.6521739130434783,0.5830032409074541
Alto Campoo,2009-12-24,1,12,13,19,23,20.64,27.77,50.0,70.0,Húmeda,2009,12,3,0,diciembre,True,2009/2010,2009,Húmeda,0,0,1,0,0,0,0.9230769230769231,0.8260869565217391,0.7432481094706518
Alto Campoo,2009-12-28,1,12,13,16,23,18.53,27.77,40.0,60.0,Húmeda,2009,12,0,0,diciembre,True,2009/2010,2009,Húmeda,0,0,1,0,0,0,0.9230769230769231,0.6956521739130435,0.66726683471372
Alto Campoo,2009-12-30,1,3,13,2,23,1.25,27.77,20.0,40.0,Húmeda,2009,12,2,0,diciembre,True,2009/2010,2009,Húmeda,0,0,1,0,0,0,0.23076923076923078,0.08695652173913043,0.045012603528988115
Alto Campoo,2010-01-04,1,10,13,13,23,12.9,27.77,30.0,50.0,Dura,2010,1,0,0,enero,True,2009/2010,2009,Dura,0,1,0,0,0,0,0.7692307692307693,0.5652173913043478,0.4645300684191574
Alto Campoo,2010-01-07,1,11,13,13,23,14.4,27.77,30.0,50.0,Polvo/Dura,2010,1,3,0,enero,True,2009/2010,2009,Polvo/Dura,1,1,0,0,0,0,0.8461538461538461,0.5652173913043478,0.5185451926539432
Alto Campoo,2010-01-11,1,13,13,21,23,23.97,27.77,90.0,120.0,Polvo,2010,1,0,0,enero,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,0.9130434782608695,0.8631616852718761
Alto Campoo,2010-01-13,1,13,13,21,23,23.97,27.77,90.0,120.0,Polvo,2010,1,2,0,enero,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,0.9130434782608695,0.8631616852718761
Alto Campoo,2010-01-15,1,13,13,21,23,23.97,27.77,90.0,120.0,Polvo/Dura,2010,1,4,0,enero,True,2009/2010,2009,Polvo/Dura,1,1,0,0,0,0,1.0,0.9130434782608695,0.8631616852718761
Alto Campoo,2010-01-18,1,13,13,19,23,22.0,27.77,60.0,100.0,Húmeda,2010,1,0,0,enero,True,2009/2010,2009,Húmeda,0,0,1,0,0,0,1.0,0.8260869565217391,0.7922218221101909
Alto Campoo,2010-01-20,1,13,13,19,23,22.0,27.77,50.0,100.0,Húmeda,2010,1,2,0,enero,True,2009/2010,2009,Húmeda,0,0,1,0,0,0,1.0,0.8260869565217391,0.7922218221101909
Alto Campoo,2010-01-22,1,13,13,19,23,22.0,27.77,50.0,100.0,Dura,2010,1,4,0,enero,True,2009/2010,2009,Dura,0,1,0,0,0,0,1.0,0.8260869565217391,0.7922218221101909
Alto Campoo,2010-01-25,1,13,13,19,23,22.0,27.77,50.0,100.0,Polvo,2010,1,0,0,enero,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,0.8260869565217391,0.7922218221101909
Alto Campoo,2010-01-27,1,13,13,19,23,22.0,27.77,50.0,100.0,Polvo,2010,1,2,0,enero,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,0.8260869565217391,0.7922218221101909
Alto Campoo,2010-01-29,1,13,13,19,23,22.0,27.77,50.0,100.0,Polvo,2010,1,4,0,enero,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,0.8260869565217391,0.7922218221101909
Alto Campoo,2010-02-01,1,13,13,19,23,22.0,27.77,80.0,160.0,Polvo,2010,2,0,0,febrero,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,0.8260869565217391,0.7922218221101909
Alto Campoo,2010-02-04,1,13,13,23,23,25.64,27.77,80.0,160.0,Polvo,2010,2,3,0,febrero,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,1.0,0.9232985235866042
Alto Campoo,2010-02-08,1,13,13,23,23,25.64,27.77,70.0,150.0,Húmeda,2010,2,0,0,febrero,True,2009/2010,2009,Húmeda,0,0,1,0,0,0,1.0,1.0,0.9232985235866042
Alto Campoo,2010-02-10,1,13,13,23,23,25.64,27.77,80.0,160.0,Polvo,2010,2,2,0,febrero,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,1.0,0.9232985235866042
Alto Campoo,2010-02-12,1,13,13,23,23,25.64,27.77,110.0,190.0,Polvo,2010,2,4,0,febrero,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,1.0,0.9232985235866042
Alto Campoo,2010-02-15,1,13,13,23,23,26.05,27.77,110.0,190.0,Polvo,2010,2,0,0,febrero,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,1.0,0.9380626575441124
Alto Campoo,2010-02-17,1,13,13,23,23,26.05,27.77,110.0,190.0,Polvo/Dura,2010,2,2,0,febrero,True,2009/2010,2009,Polvo/Dura,1,1,0,0,0,0,1.0,1.0,0.9380626575441124
Alto Campoo,2010-02-18,1,13,13,23,23,26.05,27.77,110.0,190.0,Polvo/Dura,2010,2,3,0,febrero,True,2009/2010,2009,Polvo/Dura,1,1,0,0,0,0,1.0,1.0,0.9380626575441124
Alto Campoo,2010-02-22,1,13,13,23,23,26.05,27.77,120.0,200.0,Polvo,2010,2,0,0,febrero,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,1.0,0.9380626575441124
Alto Campoo,2010-02-24,1,13,13,23,23,26.0,27.77,120.0,200.0,Polvo,2010,2,2,0,febrero,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,1.0,0.9362621534029528
Alto Campoo,2010-02-26,1,6,13,12,23,12.44,27.77,90.0,180.0,Dura,2010,2,4,0,febrero,True,2009/2010,2009,Dura,0,1,0,0,0,0,0.46153846153846156,0.5217391304347826,0.44796543032048974
Alto Campoo,2010-03-01,1,9,13,16,23,15.73,27.77,80.0,170.0,Polvo/Dura,2010,3,0,0,marzo,True,2009/2010,2009,Polvo/Dura,1,1,0,0,0,0,0.6923076923076923,0.6956521739130435,0.5664386028087864
Alto Campoo,2010-03-03,1,12,13,18,23,19.59,27.77,80.0,170.0,Polvo/Dura,2010,3,2,0,marzo,True,2009/2010,2009,Polvo/Dura,1,1,0,0,0,0,0.9230769230769231,0.782608695652174,0.7054375225063018
Alto Campoo,2010-03-05,1,12,13,20,23,22.9,27.77,80.0,170.0,Dura,2010,3,4,0,marzo,True,2009/2010,2009,Dura,0,1,0,0,0,0,0.9230769230769231,0.8695652173913043,0.8246308966510623
Alto Campoo,2010-03-08,1,13,13,23,23,26.12,27.77,100.0,195.0,Polvo,2010,3,0,0,marzo,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,1.0,0.9405833633417358
Alto Campoo,2010-03-10,1,13,13,23,23,26.12,27.77,120.0,210.0,Polvo,2010,3,2,0,marzo,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,1.0,0.9405833633417358
Alto Campoo,2010-03-12,1,13,13,23,23,26.0,27.77,120.0,210.0,Polvo,2010,3,4,0,marzo,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,1.0,0.9362621534029528
Alto Campoo,2010-03-15,1,13,13,23,23,26.0,27.77,120.0,210.0,Polvo,2010,3,0,0,marzo,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,1.0,0.9362621534029528
Alto Campoo,2010-03-16,1,13,13,23,23,26.0,27.77,120.0,210.0,Polvo,2010,3,1,0,marzo,True,2009/2010,2009,Polvo,1,0,0,0,0,0,1.0,1.0,0.9362621534029528
Alto Campoo,2010-03-18,1,13,13,23,23,26.0,27.77,120.0,210.0,Húmeda,2010,3,3,0,marzo,True,2009/2010,2009,Húmeda,0,0,1,0,0,0,1.0,1.0,0.9362621534029528
Alto Campoo,2010-03-22,1,10,13,17,23,16.52,27.77,60.0,150.0,Primavera,2010,3,0,0,marzo,True,2009/2010,2009,Primavera,0,0,0,1,0,0,0.7692307692307693,0.7391304347826086,0.5948865682391069
Alto Campoo,2010-03-24,1,10,13,17,23,16.5,27.77,60.0,150.0,Primavera,2010,3,2,0,marzo,True,2009/2010,2009,Primavera,0,0,0,1,0,0,0.7692307692307693,0.7391304347826086,0.5941663665826431
Alto Campoo,2010-03-29,1,13,13,21,23,23.9,27.77,50.0,140.0,Primavera,2010,3,0,0,marzo,True,2009/2010,2009,Primavera,0,0,0,1,0,0,1.0,0.9130434782608695,0.8606409794742528
Alto Campoo,2010-03-31,1,13,13,21,23,23.9,27.77,50.0,140.0,Dura,2010,3,2,0,marzo,True,2009/2010,2009,Dura,0,1,0,0,0,0,1.0,0.9130434782608695,0.8606409794742528
Alto Campoo,2010-04-02,1,13,13,21,23,23.9,27.77,50.0,140.0,Dura,2010,4,4,0,abril,True,2009/2010,2009,Dura,0,1,0,0,0,0,1.0,0.9130434782608695,0.8606409794742528
Alto Campoo,2010-04-05,1,13,13,20,23,22.0,27.77,50.0,140.0,Primavera,2010,4,0,0,abril,True,2009/2010,2009,Primavera,0,0,0,1,0,0,1.0,0.8695652173913043,0.7922218221101909
Alto Campoo,2010-04-06,1,12,13,19,23,20.56,27.77,50.0,140.0,Primavera,2010,4,1,0,abril,True,2009/2010,2009,Primavera,0,0,0,1,0,0,0.9230769230769231,0.8260869565217391,0.7403673028447965
Alto Campoo,2010-04-08,1,12,13,19,23,20.56,27.77,40.0,130.0,Primavera,2010,4,3,0,abril,True,2009/2010,2009,Primavera,0,0,0,1,0,0,0.9230769230769231,0.8260869565217391,0.7403673028447965
Alto Campoo,2010-04-12,0,,13,,23,,27.77,,,Cerrada,2010,4,0,0,abril,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2010-04-14,0,,13,,23,,27.77,,,Cerrada,2010,4,2,0,abril,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2010-04-16,0,,13,,23,,27.77,,,Cerrada,2010,4,4,0,abril,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2010-04-19,0,,13,,23,,27.77,,,Cerrada,2010,4,0,0,abril,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2010-04-21,0,,13,,23,,27.77,,,Cerrada,2010,4,2,0,abril,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2010-04-23,0,,13,,23,,27.77,,,Cerrada,2010,4,4,0,abril,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2010-04-26,0,,13,,23,,27.77,,,Cerrada,2010,4,0,0,abril,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2010-04-29,0,,13,,23,,27.77,,,Cerrada,2010,4,3,0,abril,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2010-04-30,0,,13,,23,,27.77,,,Cerrada,2010,4,4,0,abril,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2010-05-03,0,,13,,23,,27.77,,,Cerrada,2010,5,0,0,mayo,True,2009/2010,2009,,0,0,0,0,0,0,,,
Alto Campoo,2010-06-01,0,,13,,23,,27.77,,,Cerrada,2010,6,1,0,junio,False,,,,0,0,0,0,0,0,,,
Alto Campoo,2010-08-01,0,,13,,23,,27.77,,,Cerrada,2010,8,6,1,agosto,False,,,,0,0,0,0,0,0,,,
Alto Campoo,2010-09-01,0,,13,,23,,27.77,,,Cerrada,2010,9,2,0,septiembre,False,,,,0,0,0,0,0,0,,,
Alto Campoo,2010-10-01,0,,13,,23,,27.77,,,Cerrada,2010,10,4,0,octubre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-11-01,0,,13,,23,,27.77,,,Cerrada,2010,11,0,0,noviembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-11-15,0,,13,,23,,27.77,,,Cerrada,2010,11,0,0,noviembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-11-27,1,7,13,6,23,4.76,27.77,25.0,45.0,Polvo,2010,11,5,1,noviembre,True,2010/2011,2010,Polvo,1,0,0,0,0,0,0.5384615384615384,0.2608695652173913,0.17140799423838673
Alto Campoo,2010-11-28,1,7,13,6,23,4.76,27.77,25.0,45.0,Polvo,2010,11,6,1,noviembre,True,2010/2011,2010,Polvo,1,0,0,0,0,0,0.5384615384615384,0.2608695652173913,0.17140799423838673
Alto Campoo,2010-11-29,1,4,13,4,23,4.24,27.77,25.0,45.0,Polvo,2010,11,0,0,noviembre,True,2010/2011,2010,Polvo,1,0,0,0,0,0,0.3076923076923077,0.17391304347826086,0.1526827511703277
Alto Campoo,2010-11-30,1,4,13,4,23,4.24,27.77,25.0,45.0,Polvo,2010,11,1,0,noviembre,True,2010/2011,2010,Polvo,1,0,0,0,0,0,0.3076923076923077,0.17391304347826086,0.1526827511703277
Alto Campoo,2010-12-01,1,4,13,5,23,5.24,27.77,25.0,45.0,Polvo,2010,12,2,0,diciembre,True,2010/2011,2010,Polvo,1,0,0,0,0,0,0.3076923076923077,0.21739130434782608,0.1886928339935182
Alto Campoo,2010-12-02,1,4,13,5,23,6.0,27.77,25.0,45.0,Polvo,2010,12,3,0,diciembre,True,2010/2011,2010,Polvo,1,0,0,0,0,0,0.3076923076923077,0.21739130434782608,0.21606049693914298
Alto Campoo,2010-12-04,1,10,13,12,23,13.1,27.77,30.0,50.0,Polvo,2010,12,5,1,diciembre,True,2010/2011,2010,Polvo,1,0,0,0,0,0,0.7692307692307693,0.5217391304347826,0.47173208498379543
Alto Campoo,2010-12-05,1,10,13,12,23,13.1,27.77,30.0,50.0,Polvo,2010,12,6,1,diciembre,True,2010/2011,2010,Polvo,1,0,0,0,0,0,0.7692307692307693,0.5217391304347826,0.47173208498379543
Alto Campoo,2010-12-06,0,,13,,23,,27.77,,,Cerrada,2010,12,0,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-07,0,,13,,23,,27.77,,,Cerrada,2010,12,1,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-08,0,,13,,23,,27.77,,,Cerrada,2010,12,2,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-09,0,,13,,23,,27.77,,,Cerrada,2010,12,3,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-10,0,,13,,23,,27.77,,,Cerrada,2010,12,4,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-11,0,,13,,23,,27.77,,,Cerrada,2010,12,5,1,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-13,0,,13,,23,,27.77,,,Cerrada,2010,12,0,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-14,0,,13,,23,,27.77,,,Cerrada,2010,12,1,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-15,0,,13,,23,,27.77,,,Cerrada,2010,12,2,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-16,0,,13,,23,,27.77,,,Cerrada,2010,12,3,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-17,0,,13,,23,,27.77,,,Cerrada,2010,12,4,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-18,0,,13,,23,,27.77,,,Cerrada,2010,12,5,1,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-20,0,,13,,23,,27.77,,,Cerrada,2010,12,0,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-21,0,,13,,23,,27.77,,,Cerrada,2010,12,1,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-22,0,,13,,23,,27.77,,,Cerrada,2010,12,2,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-23,0,,13,,23,,27.77,,,Cerrada,2010,12,3,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-24,0,,13,,23,,27.77,,,Cerrada,2010,12,4,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-26,0,,13,,23,,27.77,,,Previsión Apertura,2010,12,6,1,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2010-12-27,1,10,13,11,23,12.02,27.77,25.0,50.0,Polvo,2010,12,0,0,diciembre,True,2010/2011,2010,Polvo,1,0,0,0,0,0,0.7692307692307693,0.4782608695652174,0.4328411955347497
Alto Campoo,2010-12-28,1,7,13,8,23,8.99,27.77,20.0,45.0,Húmeda,2010,12,1,0,diciembre,True,2010/2011,2010,Húmeda,0,0,1,0,0,0,0.5384615384615384,0.34782608695652173,0.32373064458048256
Alto Campoo,2010-12-29,1,7,13,7,23,6.52,27.77,20.0,40.0,Primavera,2010,12,2,0,diciembre,True,2010/2011,2010,Primavera,0,0,0,1,0,0,0.5384615384615384,0.30434782608695654,0.234785740007202
Alto Campoo,2010-12-30,1,5,13,5,23,4.25,27.77,15.0,30.0,Primavera,2010,12,3,0,diciembre,True,2010/2011,2010,Primavera,0,0,0,1,0,0,0.38461538461538464,0.21739130434782608,0.1530428519985596
Alto Campoo,2010-12-31,0,,13,,23,,27.77,,,Cerrada,2010,12,4,0,diciembre,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-02,0,,13,,23,,27.77,,,Cerrada,2011,1,6,1,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-03,0,,13,,23,,27.77,,,Cerrada,2011,1,0,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-04,0,,13,,23,,27.77,,,Cerrada,2011,1,1,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-05,0,,13,,23,,27.77,,,Cerrada,2011,1,2,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-07,0,,13,,23,,27.77,,,Cerrada,2011,1,4,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-08,0,,13,,23,,27.77,,,Cerrada,2011,1,5,1,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-10,0,,13,,23,,27.77,,,Cerrada,2011,1,0,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-11,0,,13,,23,,27.77,,,Cerrada,2011,1,1,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-12,0,,13,,23,,27.77,,,Cerrada,2011,1,2,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-13,0,,13,,23,,27.77,,,Cerrada,2011,1,3,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-16,0,,13,,23,,27.77,,,Cerrada,2011,1,6,1,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-17,0,,13,,23,,27.77,,,Cerrada,2011,1,0,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-18,0,,13,,23,,27.77,,,Cerrada,2011,1,1,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-19,0,,13,,23,,27.77,,,Cerrada,2011,1,2,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-20,0,,13,,23,,27.77,,,Cerrada,2011,1,3,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-21,0,,13,,23,,27.77,,,Cerrada,2011,1,4,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-22,0,,13,,23,,27.77,,,Cerrada,2011,1,5,1,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-24,0,,13,,23,,27.77,,,Cerrada,2011,1,0,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-25,0,,13,,23,,27.77,,,Cerrada,2011,1,1,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-26,0,,13,,23,,27.77,,,Cerrada,2011,1,2,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-27,0,,13,,23,,27.77,,,Cerrada,2011,1,3,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-28,0,,13,,23,,27.77,,,Cerrada,2011,1,4,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-29,0,,13,,23,,27.77,,,Cerrada,2011,1,5,1,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-01-31,0,,13,,23,,27.77,,,Cerrada,2011,1,0,0,enero,True,2010/2011,2010,,0,0,0,0,0,0,,,
Alto Campoo,2011-02-01,1,9,13,11,23,12.02,27.77,20.0,40.0,Polvo,2011,2,1,0,febrero,True,2010/2011,2010,Polvo,1,0,0,0,0,0,0.6923076923076923,0.4782608695652174,0.4328411955347497
Alto Campoo,2011-02-02,1,9,13,11,23,12.02,27.77,20.0,40.0,Polvo,2011,2,2,0,febrero,True,2010/2011,2010,Polvo,1,0,0,0,0,0,0.6923076923076923,0.4782608695652174,0.4328411955347497
Alto Campoo,2011-02-03,1,9,13,11,23,12.02,27.77,20.0,40.0,Polvo,2011,2,3,0,febrero,True,2010/2011,2010,Polvo,1,0,0,0,0,0,0.6923076923076923,0.4782608695652174,0.4328411955347497
Alto Campoo,2011-02-04,1,7,13,9,23,7.77,27.77,10.0,35.0,Polvo/Dura,2011,2,4,0,febrero,True,2010/2011,2010,Polvo/Dura,1,1,0,0,0,0,0.5384615384615384,0.391304347826087,0.2797983435361901
Alto Campoo,2011-02-05,1,8,13,9,23,7.77,27.77,15.0,35.0,Polvo/Dura,2011,2,5,1,febrero,True,2010/2011,2010,Polvo/Dura,1,1,0,0,0,0,0.6153846153846154,0.391304347826087,0.2797983435361901
Alto Campoo,2011-02-07,1,6,13,7,23,6.52,27.77,15.0,35.0,Polvo/Dura,2011,2,0,0,febrero,True,2010/2011,2010,Polvo/Dura,1,1,0,0,0,0,0.46153846153846156,0.30434782608695654,0.234785740007202
Alto Campoo,2011-02-08,1,6,13,6,23,5.78,27.77,15.0,35.0,Polvo/Dura,2011,2,1,0,febrero,True,2010/2011,2010,Polvo/Dura,1,1,0,0,0,0,0.46153846153846156,0.2608695652173913,0.20813827871804105
Alto Campoo,2011-02-09,1,6,13,6,23,5.78,27.77,15.0,35.0,Polvo/Dura,2011,2,2,0,febrero,True,2010/2011,2010,Polvo/Dura,1,1,0,0,0,0,0.46153846153846156,0.2608695652173913,0.20813827871804105
Alto Campoo,2011-02-10,1,6,13,6,23,5.78,27.77,15.0,35.0,Dura,2011,2,3,0,febrero,True,2010/2011,2010,Dura,0,1,0,0,0,0,0.46153846153846156,0.2608695652173913,0.20813827871804105
Alto Campoo,2011-02-11,1,5,13,5,23,4.03,27.77,15.0,35.0,Dura,2011,2,4,0,febrero,True,2010/2011,2010,Dura,0,1,0,0,0,0,0.38461538461538464,0.21739130434782608,0.1451206337774577
Alto Campoo,2011-02-12,1,5,13,5,23,4.03,27.77,15.0,35.0,Dura,2011,2,5,1,febrero,True,2010/2011,2010,Dura,0,1,0,0,0,0,0.38461538461538464,0.21739130434782608,0.1451206337774577
Alto Campoo,2011-02-14,1,5,13,5,23,4.03,27.77,15.0,35.0,Polvo/Dura,2011,2,0,0,febrero,True,2010/2011,2010,Polvo/Dura,1,1,0,0,0,0,0.38461538461538464,0.21739130434782608,0.1451206337774577
Alto Campoo,2011-02-15,1,4,13,5,23,4.03,27.77,15.0,35.0,Polvo/Dura,2011,2,1,0,febrero,True,2010/2011,2010,Polvo/Dura,1,1,0,0,0,0,0.3076923076923077,0.21739130434782608,0.1451206337774577
Alto Campoo,2011-02-16,1,5,13,5,23,4.03,27.77,15.0,35.0,Polvo/Dura,2011,2,2,0,febrero,True,2010/2011,2010,Polvo/Dura,1,1,0,0,0,0,0.38461538461538464,0.21739130434782608,0.1451206337774577
Alto Campoo,2011-02-17,1,7,13,7,23,5.28,27.77,15.0,45.0,Polvo,2011,2,3,0,febrero,True,2010/2011,2010,Polvo,1,0,0,0,0,0,0.5384615384615384,0.30434782608695654,0.19013323730644582
Alto Campoo,2011-02-18,1,8,13,10,23,10.24,27.77,15.0,45.0,Polvo,2011,2,4,0,febrero,True,2010/2011,2010,Polvo,1,0,0,0,0,0,0.6153846153846154,0.43478260869565216,0.3687432481094707
Alto Campoo,2011-02-19,1,9,13,9,23,7.77,27.77,15.0,45.0,Húmeda,2011,2,5,1,febrero,True,2010/2011,2010,Húmeda,0,0,1,0,0,0,0.6923076923076923,0.391304347826087,0.2797983435361901
Alto Campoo,2011-02-20,1,9,13,8,23,7.03,27.77,15.0,45.0,Polvo/Dura,2011,2,6,1,febrero,True,2010/2011,2010,Polvo/Dura,1,1,0,0,0,0,0.6923076923076923,0.34782608695652173,0.2531508822470292
