edad_rango,ciudad,dias_temporada,estaciones_habituales,dificultad_acceso,hora_llegada,colas,tiempo_colas,valoracion,mejoras_sugeridas,mejor_estacion,utilidad_app,features_app,mejor_estacion_limpia,mejor_estacion_norm,estaciones_habituales_limpia,estaciones_habituales_norm,hab_baqueira_beret,hab_formigal_panticosa,hab_astun_candanchu,hab_sierra_nevada,hab_valdesqui,hab_la_molina_masella,hab_cerler,hab_port_aine,hab_san_isidro,hab_llanos_hospital,hab_navafria,hab_ezcaray,hab_xanadu,hab_alto_campoo,hab_javalambre,hab_la_pinilla,hab_valdelinares,hab_puerto_navacerrada,hab_aramon,hab_extranjero,edad_escala,dias_temporada_limpia,dias_escala,hora_llegada_escala,dificultad_acceso_escala,colas_escala,tiempo_colas_escala,utilidad_app_escala
Más de 60 años,Comunidad Valenciana,16-24 días,"Formigal/Panticosa, Astún/Candanchú, Sierra Nevada",Siempre,Entre las 8:00 y las 9:00,Frecuentemente,Más de 1 hora,5,"Información sobre afluencia, Precio de forfaits",Sierra Nevada ,"Sí, mucho",,Sierra Nevada,Sierra Nevada,"Formigal/Panticosa, Astún/Candanchú, Sierra Nevada","Formigal/Panticosa, Astún/Candanchú, Sierra Nevada",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16+ días,4,2,3,2,4,3
18-30 años,Madrid,4-7 días,"Baqueira/Beret, Formigal/Panticosa",Frecuentemente,Entre las 8:00 y las 9:00,A veces,10-30 min,2,"Gestión de colas en remontes, Control de acceso y parking, Precio de forfaits",Baqueira,"Sí, mucho",,Baqueira,Baqueira/Beret,"Baqueira/Beret, Formigal/Panticosa","Baqueira/Beret, Formigal/Panticosa",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4-7 días,2,2,2,1,2,3
46-60 años,Madrid,Más de 25 días,Baqueira/Beret,Nunca,Entre las 8:00 y las 9:00,Nunca,Menos de 10 min,4,Preparación de las pistas,Baqueira,"Sí, mucho",El estado de las pistas. La afluencia.,Baqueira,Baqueira/Beret,Baqueira/Beret,Baqueira/Beret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16+ días,4,2,0,0,1,3
Más de 60 años,Madrid,8-15 días,Sierra Nevada,Siempre,Antes de las 8:00,Siempre,Más de 1 hora,1,"Gestión de colas en remontes, Control de acceso y parking, Información sobre afluencia, Precio de forfaits",Ninguna ,"Sí, mucho","Tiempo espera , afluencia",Ninguna,Ninguna,Sierra Nevada,Sierra Nevada,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8-15 días,3,1,3,3,4,3
18-30 años,Amsterdam,8-15 días,Las Tres Valles,Nunca,Entre las 8:00 y las 9:00,A veces,10-30 min,4,Información sobre afluencia,Los 3 Valles,"Sí, mucho","Densidad de edquiadored esperadas en pistas, remontes y conexiones",Los 3 Valles,Extranjero,Las Tres Valles,Extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8-15 días,3,2,0,1,2,3
Más de 60 años,Madrid,4-7 días,"Cerler, Alpes, granvalira",Nunca,Después de las 10:00,A veces,10-30 min,3,"Gestión de colas en remontes, Control de acceso y parking, Información sobre afluencia",Cerler,"Sí, mucho",Mapa como Google maps traffic,Cerler,Cerler,"Cerler, Alpes, granvalira","Cerler, Extranjero",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4-7 días,2,4,0,1,2,3
18-30 años,Madrid,4-7 días,"Baqueira/Beret, Formigal/Panticosa, Astún/Candanchú",A veces,Entre las 8:00 y las 9:00,A veces,10-30 min,4,"Gestión de colas en remontes, Control de acceso y parking, Información sobre afluencia, Precio de forfaits, Comunicación del estado de pistas","a las que voy, bastante similar ","Sí, mucho","El estado de las pistas, los remontes abiertos, la afluencia, la capacidad y ocupación de los parkings, y el tiempo estimado de colas; a tiempo real","a las que voy, bastante similar",,"Baqueira/Beret, Formigal/Panticosa, Astún/Candanchú","Baqueira/Beret, Formigal/Panticosa, Astún/Candanchú",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4-7 días,2,2,1,1,2,3
46-60 años,Madrid,4-7 días,"Formigal/Panticosa, Astún/Candanchú",Frecuentemente,Entre las 8:00 y las 9:00,Frecuentemente,30-60 min,2,"Gestión de colas en remontes, Control de acceso y parking, Información sobre afluencia, Comunicación del estado de pistas",Astun ,"Sí, mucho",El detalke por remontes y pistas pra poder ekegir en cada momento donde ir. Y cualquier incidente relevante,Astun,Astún/Candanchú,"Formigal/Panticosa, Astún/Candanchú","Formigal/Panticosa, Astún/Candanchú",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4-7 días,2,2,2,2,3,3
Menos de 18 años,Madrid,Más de 25 días,Formigal/Panticosa,A veces,Entre las 8:00 y las 9:00,A veces,30-60 min,3,"Gestión de colas en remontes, Precio de forfaits",Formigal,"Sí, mucho","Me gustaría que mostrase tanto el tiempo de espera en sillas y arrastres, como el estado de cada pista.",Formigal,Formigal/Panticosa,Formigal/Panticosa,Formigal/Panticosa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16+ días,4,2,1,1,3,3
46-60 años,Madrid,4-7 días,"Formigal/Panticosa, Cerler",A veces,Entre las 8:00 y las 9:00,A veces,30-60 min,2,"Información sobre afluencia, Comunicación del estado de pistas",Cerler,"Sí, mucho",Tiempo de espera y estado de la pista,Cerler,Cerler,"Formigal/Panticosa, Cerler","Formigal/Panticosa, Cerler",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4-7 días,2,2,1,1,3,3
18-30 años,Madrid,4-7 días,"Baqueira/Beret, Pas de la Casa ",A veces,Entre las 8:00 y las 9:00,Frecuentemente,30-60 min,4,Gestión de colas en remontes,Pas de la casa ,"Sí, mucho",Duración de las colas,Pas de la casa,Extranjero,"Baqueira/Beret, Pas de la Casa","Baqueira/Beret, Extranjero",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4-7 días,2,2,1,2,3,3
Menos de 18 años,Madrid,Más de 25 días,Baqueira/Beret,Frecuentemente,Entre las 9:00 y las 10:00,Frecuentemente,30-60 min,5,"Gestión de colas en remontes, Comunicación del estado de pistas",Mégeve ,"Sí, mucho","La mitología, el estado de la pista, el tiempo de duración de los remontes",Mégeve,Extranjero,Baqueira/Beret,Baqueira/Beret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16+ días,4,3,2,2,3,3
Menos de 18 años,Madrid,Más de 25 días,Sierra Nevada,A veces,Antes de las 8:00,A veces,10-30 min,5,Comunicación del estado de pistas,Valdesqui,"Sí, algo",,Valdesqui,Valdesquí,Sierra Nevada,Sierra Nevada,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16+ días,4,1,1,1,2,2
46-60 años,Madrid,4-7 días,"Baqueira/Beret, Formigal/Panticosa",A veces,Entre las 8:00 y las 9:00,Frecuentemente,10-30 min,3,"Gestión de colas en remontes, Precio de forfaits",Baqueira Beret,"Sí, mucho",Tiempo de espera en cada remonte,Baqueira Beret,Baqueira/Beret,"Baqueira/Beret, Formigal/Panticosa","Baqueira/Beret, Formigal/Panticosa",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4-7 días,2,2,1,2,2,3
46-60 años,Madrid,Más de 25 días,Granvalira,A veces,Entre las 8:00 y las 9:00,A veces,Menos de 10 min,4,"Información sobre afluencia, Precio de forfaits, Seguridad en pistas",Granvalira,"Sí, algo",Afluencia sobre aforo,Granvalira,Extranjero,Granvalira,Extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16+ días,4,2,1,1,1,2
18-30 años,Madrid,4-7 días,Formigal/Panticosa,Nunca,Entre las 9:00 y las 10:00,A veces,Menos de 10 min,4,"Gestión de colas en remontes, Información sobre afluencia, Comunicación del estado de pistas",Formigal ,"Sí, mucho",,Formigal,Formigal/Panticosa,Formigal/Panticosa,Formigal/Panticosa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4-7 días,2,3,0,1,1,3
18-30 años,Madrid,4-7 días,"Valdesquí, Port Ainé o Grandvalira",A veces,Entre las 9:00 y las 10:00,Frecuentemente,30-60 min,3,"Gestión de colas en remontes, Comunicación del estado de pistas",Port Ainé está bien gestionada pero también porque quizá es demasiado pequeña,"Sí, mucho",,Port Ainé está bien gestionada pero también porque quizá es demasiado pequeña,Port Ainé,"Valdesquí, Port Ainé o Grandvalira","Valdesquí, Port Ainé",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4-7 días,2,3,1,2,3,3
Menos de 18 años,Madrid,Más de 25 días,"Astún/Candanchú, Sierra Nevada",A veces,Antes de las 8:00,Frecuentemente,30-60 min,5,"Gestión de colas en remontes, Comunicación del estado de pistas",baqueira ,"Sí, mucho","la calidad de la nieve, las colas, el tiempo, lo que dura el telesilla",baqueira,Baqueira/Beret,"Astún/Candanchú, Sierra Nevada","Astún/Candanchú, Sierra Nevada",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16+ días,4,1,1,2,3,3
18-30 años,Madrid,4-7 días,"Formigal/Panticosa, Astún/Candanchú",A veces,Entre las 8:00 y las 9:00,Frecuentemente,Más de 1 hora,3,"Gestión de colas en remontes, Control de acceso y parking, Comunicación del estado de pistas",Formigal,"Sí, algo",,Formigal,Formigal/Panticosa,"Formigal/Panticosa, Astún/Candanchú","Formigal/Panticosa, Astún/Candanchú",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4-7 días,2,2,1,2,4,2
Más de 60 años,Madrid,Más de 25 días,"Baqueira/Beret, Llanos del Hospital y Navafria ",Nunca,Entre las 8:00 y las 9:00,Nunca,Menos de 10 min,3,Más atención y cuidado al Esqui de fondo como en el resto de Europa. Descubrir su gran potencial para la salud y la economía de la zona,Llanos del Hospital ,No,,Llanos del Hospital,Llanos del Hospital,"Baqueira/Beret, Llanos del Hospital y Navafria","Baqueira/Beret, Llanos del Hospital",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,16+ días,4,2,0,0,1,0
Menos de 18 años,Madrid,Más de 25 días,"Baqueira/Beret, Sierra Nevada, Valdesquí, Xanadú ",Frecuentemente,Entre las 8:00 y las 9:00,A veces,30-60 min,3,"Gestión de colas en remontes, Control de acceso y parking",Baqueira-Beret ,"Sí, mucho","Todo lo mencionado en la pregunta anterior, el riesgo de avalancha y alguna manera de ver la ubicación de otros usuarios que tengas agregados como amigos",Baqueira-Beret,Baqueira/Beret,"Baqueira/Beret, Sierra Nevada, Valdesquí, Xanadú","Baqueira/Beret, Sierra Nevada, Valdesquí, Xanadú",1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16+ días,4,2,2,1,3,3
Menos de 18 años,Madrid,Más de 25 días,"Baqueira/Beret, Sierra Nevada",Frecuentemente,Antes de las 8:00,Siempre,30-60 min,2,"Gestión de colas en remontes, Control de acceso y parking",Baqueira ,"Sí, mucho",También la condición de la nieve y reseñas de gente que haya estado hace poco,Baqueira,Baqueira/Beret,"Baqueira/Beret, Sierra Nevada","Baqueira/Beret, Sierra Nevada",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16+ días,4,1,2,3,3,3
Menos de 18 años,Madrid,8-15 días,Baqueira/Beret,Nunca,Entre las 8:00 y las 9:00,A veces,Más de 1 hora,3,"Gestión de colas en remontes, Precio de forfaits, Precio de comida",No se,"Sí, mucho","Tiempo de cola de cada remonte u otros, aforo en la estación, y cantidad de gente aprox. En cada pista",No se,No lo sé,Baqueira/Beret,Baqueira/Beret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8-15 días,3,2,0,1,4,3
Más de 60 años,Madrid,Más de 25 días,"Baqueira/Beret, Formigal/Panticosa, Sierra Nevada, La Molina / Masella, Valdesquí",Frecuentemente,Entre las 8:00 y las 9:00,Frecuentemente,Más de 1 hora,2,"Gestión de colas en remontes, Control de acceso y parking, Información sobre afluencia",Baqueira,"Sí, mucho",Parking disponible,Baqueira,Baqueira/Beret,"Baqueira/Beret, Formigal/Panticosa, Sierra Nevada, La Molina / Masella, Valdesquí","Baqueira/Beret, Formigal/Panticosa, Sierra Nevada, La Molina/Masella, Valdesquí",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16+ días,4,2,2,2,4,3
Más de 60 años,Madrid,8-15 días,Piau,Nunca,Entre las 9:00 y las 10:00,A veces,Más de 1 hora,4,Gestión de colas en remontes,Piau engaly,"Sí, algo",El tiempo de espera en tiempo real,Piau engaly,Extranjero,Piau,Extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8-15 días,3,3,0,1,4,2
46-60 años,Andalucía,8-15 días,"Baqueira/Beret, Sierra Nevada",Frecuentemente,Antes de las 8:00,A veces,Más de 1 hora,2,"Gestión de colas en remontes, Información sobre afluencia, Precio de forfaits",Baqueira Beret ,"Sí, mucho","Tipo google Maps, ver la afluencia de gente en los remontes de color",Baqueira Beret,Baqueira/Beret,"Baqueira/Beret, Sierra Nevada","Baqueira/Beret, Sierra Nevada",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8-15 días,3,1,2,1,4,3
Más de 60 años,Madrid,Más de 25 días,Astún/Candanchú,Siempre,Entre las 8:00 y las 9:00,Siempre,30-60 min,2,"Gestión de colas en remontes, Control de acceso y parking, Precio de forfaits",Formigal,"Sí, mucho",Las zonas/remontes con menor carga de esquiadores,Formigal,Formigal/Panticosa,Astún/Candanchú,Astún/Candanchú,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16+ días,4,2,3,3,3,3
46-60 años,Madrid,4-7 días,Andorra,A veces,Entre las 9:00 y las 10:00,Frecuentemente,Más de 1 hora,2,"Gestión de colas en remontes, Control de acceso y parking, Precio de forfaits",Andorra,"Sí, mucho",Me gustaría recomendaciones por nivel de esquí de las pistas con menor afluencia,Andorra,Extranjero,Andorra,Extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4-7 días,2,3,1,2,4,3
Más de 60 años,Madrid,Más de 25 días,"Valdesquí, Puerto de Navacerrada",A veces,Entre las 8:00 y las 9:00,A veces,10-30 min,3,Control de acceso y parking,Baqueira,"Sí, mucho",tiempo aproximado en llegar al parking,Baqueira,Baqueira/Beret,"Valdesquí, Puerto de Navacerrada","Valdesquí, Puerto de Navacerrada",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,16+ días,4,2,1,1,2,3
46-60 años,Madrid,4-7 días,Peyragudes,Nunca,Entre las 8:00 y las 9:00,A veces,Menos de 10 min,5,"Control de acceso y parking, Precio de forfaits",Peyragudes,"Sí, algo",Tiempis y disponibilidad,Peyragudes,Extranjero,Peyragudes,Extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4-7 días,2,2,0,1,1,2
Más de 60 años,P. de Asturias,1-3 días,San Isidro,Nunca,Entre las 8:00 y las 9:00,Nunca,10-30 min,4,"Información sobre afluencia, Precio de forfaits",San Isidro,"Sí, mucho","Nivel de ocupación del parking, el tiempo y estado de las pistas, remontes cerrados, tiempo de las colas",San Isidro,San Isidro,San Isidro,San Isidro,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1-3 días,1,2,0,0,2,3
Más de 60 años,Madrid,8-15 días,Baqueira/Beret,A veces,Entre las 9:00 y las 10:00,Frecuentemente,Más de 1 hora,1,"Gestión de colas en remontes, Precio de forfaits, Comunicación del estado de pistas",Ninguna,"Sí, algo",Estado de las colas,Ninguna,Ninguna,Baqueira/Beret,Baqueira/Beret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8-15 días,3,3,1,2,4,2
46-60 años,Madrid,Más de 25 días,Baqueira/Beret,Nunca,Entre las 9:00 y las 10:00,A veces,30-60 min,3,"Gestión de colas en remontes, Información sobre afluencia",Baqueira,"Sí, mucho","Que fuera como Wazer , que indique donde hay más gente y donde menos",Baqueira,Baqueira/Beret,Baqueira/Beret,Baqueira/Beret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16+ días,4,3,0,1,3,3
Más de 60 años,Madrid,16-24 días,Baqueira/Beret,Nunca,Después de las 10:00,A veces,10-30 min,2,Información sobre afluencia,BaqueiraBeret ,"Sí, mucho",,BaqueiraBeret,Baqueira/Beret,Baqueira/Beret,Baqueira/Beret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16+ días,4,4,0,1,2,3
46-60 años,Madrid,4-7 días,Baqueira/Beret,A veces,Después de las 10:00,A veces,10-30 min,3,"Información sobre afluencia, Precio de forfaits",Baqueira beret,No,Ya hay información de ese tipo.,Baqueira beret,Baqueira/Beret,Baqueira/Beret,Baqueira/Beret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4-7 días,2,4,1,1,2,0
Más de 60 años,Madrid,16-24 días,"Baqueira/Beret, Astún/Candanchú, Sierra Nevada, La Molina / Masella, Valdesquí",A veces,Entre las 8:00 y las 9:00,Frecuentemente,10-30 min,1,"Gestión de colas en remontes, Información sobre afluencia, Precio de forfaits, Comunicación del estado de pistas",Todas +/- igual de deficiente,"Sí, mucho",,Todas +/- igual de deficiente,Ninguna,"Baqueira/Beret, Astún/Candanchú, Sierra Nevada, La Molina / Masella, Valdesquí","Baqueira/Beret, Astún/Candanchú, Sierra Nevada, La Molina/Masella, Valdesquí",1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16+ días,4,2,1,2,2,3
31-45 años,Madrid,4-7 días,Formigal/Panticosa,A veces,Entre las 8:00 y las 9:00,Frecuentemente,10-30 min,3,"Precio de forfaits, Comunicación del estado de pistas",Siempre voy a Formigal. En mis 40 años solo he esquiado en Formigal ,"Sí, algo",Toda la info,Siempre voy a Formigal. En mis 40 años solo he esquiado en Formigal,Formigal/Panticosa,Formigal/Panticosa,Formigal/Panticosa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4-7 días,2,2,1,2,2,2
Más de 60 años,Andalucía,Más de 25 días,"Baqueira/Beret, Formigal/Panticosa, Sierra Nevada, Fuera de España",Nunca,Entre las 9:00 y las 10:00,Frecuentemente,30-60 min,3,"Gestión de colas en remontes, Información sobre afluencia",Sierra nevada,"Sí, algo",Colas en distintos remontes,Sierra nevada,Sierra Nevada,"Baqueira/Beret, Formigal/Panticosa, Sierra Nevada, Fuera de España","Baqueira/Beret, Formigal/Panticosa, Sierra Nevada, Extranjero",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16+ días,4,3,0,2,3,2
46-60 años,Madrid,16-24 días,Formigal/Panticosa,Nunca,Entre las 8:00 y las 9:00,A veces,10-30 min,3,"Gestión de colas en remontes, Precio de forfaits",Ninguna,"Sí, mucho",Tiempo de espera en cada remonte de la estación en la que estoy,Ninguna,Ninguna,Formigal/Panticosa,Formigal/Panticosa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16+ días,4,2,0,1,2,3
18-30 años,Andalucía,4-7 días,Sierra Nevada,Nunca,Entre las 8:00 y las 9:00,Frecuentemente,Más de 1 hora,3,"Gestión de colas en remontes, Información sobre afluencia, Precio de forfaits",Cualquiera de los alpes ,"Sí, mucho","Pistas abiertas, tiempo de colas en los remontes, alternativas de remontes para llegar a la zona deseada",Cualquiera de los alpes,Extranjero,Sierra Nevada,Sierra Nevada,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4-7 días,2,2,0,2,4,3
Más de 60 años,Madrid,Más de 25 días,"Baqueira/Beret, Cerler",Frecuentemente,Entre las 9:00 y las 10:00,A veces,30-60 min,4,"Control de acceso y parking, Información sobre afluencia, Precio de forfaits",Baqueira Beret,"Sí, mucho",,Baqueira Beret,Baqueira/Beret,"Baqueira/Beret, Cerler","Baqueira/Beret, Cerler",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16+ días,4,3,2,1,3,3
Menos de 18 años,Madrid,16-24 días,Baqueira/Beret,Nunca,Antes de las 8:00,A veces,30-60 min,3,"Gestión de colas en remontes, Precio de forfaits",Baqueira,"Sí, mucho",la cola de las pistas,Baqueira,Baqueira/Beret,Baqueira/Beret,Baqueira/Beret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16+ días,4,1,0,1,3,3
Más de 60 años,Madrid,Más de 25 días,Baqueira/Beret,A veces,Después de las 10:00,A veces,10-30 min,3,"Información sobre afluencia, Límite de aforo",Baqueira ,"Sí, algo",Afluencia de pistas,Baqueira,Baqueira/Beret,Baqueira/Beret,Baqueira/Beret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16+ días,4,4,1,1,2,2
46-60 años,Madrid,1-3 días,"Formigal/Panticosa, Sierra Nevada",Frecuentemente,Entre las 9:00 y las 10:00,Frecuentemente,Más de 1 hora,2,"Gestión de colas en remontes, Control de acceso y parking",Baqueira,"Sí, algo",Tráfico  acceso estación. Tiempo medio espera remontes,Baqueira,Baqueira/Beret,"Formigal/Panticosa, Sierra Nevada","Formigal/Panticosa, Sierra Nevada",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1-3 días,1,3,2,2,4,2
46-60 años,Madrid,8-15 días,"Formigal/Panticosa, Sierra Nevada, Valdesquí, Andorra y Alpes",A veces,Entre las 8:00 y las 9:00,Frecuentemente,30-60 min,2,"Gestión de colas en remontes, Control de acceso y parking, Información sobre afluencia, Comunicación del estado de pistas",Andorra y Los Alpes,"Sí, mucho","Colas, afluencias y tiempo",Andorra y Los Alpes,Extranjero,"Formigal/Panticosa, Sierra Nevada, Valdesquí, Andorra y Alpes","Formigal/Panticosa, Sierra Nevada, Valdesquí, Extranjero",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8-15 días,3,2,1,2,3,3
18-30 años,Madrid,8-15 días,"Sierra Nevada, La Molina / Masella, Valdesquí",Frecuentemente,Entre las 8:00 y las 9:00,A veces,Más de 1 hora,1,"Gestión de colas en remontes, Control de acceso y parking",Corchevel,"Sí, mucho",,Corchevel,Extranjero,"Sierra Nevada, La Molina / Masella, Valdesquí","Sierra Nevada, La Molina/Masella, Valdesquí",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8-15 días,3,2,2,1,4,3
46-60 años,Madrid,4-7 días,"Formigal/Panticosa, Valdesquí, Extranjero ",A veces,Entre las 8:00 y las 9:00,Frecuentemente,Más de 1 hora,2,"Gestión de colas en remontes, Información sobre afluencia",Las del extranjero. ,"Sí, mucho",Tiempo de espera x remonte.  También debería estar en cada remonte (como en algunos parques de atracciones),Las del extranjero.,Extranjero,"Formigal/Panticosa, Valdesquí, Extranjero","Formigal/Panticosa, Valdesquí, Extranjero",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4-7 días,2,2,1,2,4,3
46-60 años,Madrid,4-7 días,"Baqueira/Beret, Formigal/Panticosa",A veces,Entre las 8:00 y las 9:00,A veces,10-30 min,3,"Gestión de colas en remontes, Precio de forfaits",Baqueira,"Sí, mucho","Remontes abiertos, Colas, estado de pistas, tiempo",Baqueira,Baqueira/Beret,"Baqueira/Beret, Formigal/Panticosa","Baqueira/Beret, Formigal/Panticosa",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4-7 días,2,2,1,1,2,3
46-60 años,Madrid,16-24 días,Baqueira/Beret,Frecuentemente,Después de las 10:00,A veces,30-60 min,2,"Control de acceso y parking, Información sobre afluencia",Baqueira ,"Sí, mucho",,Baqueira,Baqueira/Beret,Baqueira/Beret,Baqueira/Beret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16+ días,4,4,2,1,3,3
46-60 años,Madrid,Más de 25 días,Baqueira/Beret,A veces,Entre las 9:00 y las 10:00,Frecuentemente,30-60 min,2,"Gestión de colas en remontes, Información sobre afluencia, Control en pistas",No lo se,"Sí, mucho",Estado pistas y afluencia de personas,No lo se,No lo sé,Baqueira/Beret,Baqueira/Beret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16+ días,4,3,1,2,3,3
46-60 años,Madrid,16-24 días,Baqueira/Beret,Frecuentemente,Entre las 9:00 y las 10:00,A veces,10-30 min,3,Precio de forfaits,Baqueira,"Sí, algo",,Baqueira,Baqueira/Beret,Baqueira/Beret,Baqueira/Beret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16+ días,4,3,2,1,2,2
18-30 años,Madrid,4-7 días,"Baqueira/Beret, Formigal/Panticosa, Andorra",Frecuentemente,Entre las 9:00 y las 10:00,A veces,30-60 min,3,"Gestión de colas en remontes, Comunicación del estado de pistas",Baqueira,"Sí, mucho","Cantidad de gente, tiempo estimado en el remolque, si hay cola rápida, si es un remolque largo...",Baqueira,Baqueira/Beret,"Baqueira/Beret, Formigal/Panticosa, Andorra","Baqueira/Beret, Formigal/Panticosa, Extranjero",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4-7 días,2,3,2,1,3,3
Más de 60 años,Madrid,8-15 días,Formigal/Panticosa,Frecuentemente,Después de las 10:00,Frecuentemente,Más de 1 hora,1,"Gestión de colas en remontes, Control de acceso y parking, Información sobre afluencia, Comunicación del estado de pistas",No lo sé ,"Sí, algo","Tiempo en acceder al primer remonte , colas en los temontes",No lo sé,No lo sé,Formigal/Panticosa,Formigal/Panticosa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8-15 días,3,4,2,2,4,2
18-30 años,Madrid,1-3 días,Formigal/Panticosa,A veces,Entre las 8:00 y las 9:00,Frecuentemente,10-30 min,2,"Gestión de colas en remontes, Información sobre afluencia, Precio de forfaits, Comunicación del estado de pistas",Grandvalira,"Sí, mucho",Tiempos de espera y estado de pistas,Grandvalira,Extranjero,Formigal/Panticosa,Formigal/Panticosa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1-3 días,1,2,1,2,2,3
Más de 60 años,Madrid,Más de 25 días,"Formigal/Panticosa, Astún/Candanchú, Sierra Nevada, Snozone",A veces,Entre las 8:00 y las 9:00,Frecuentemente,Más de 1 hora,1,"Gestión de colas en remontes, Control de acceso y parking, No permitir la entrada a la estación cuando las plazas de parking estén todas ocupadas",Sierra Nevada,"Sí, mucho","Tiempo, estado de la nieve, tiempo de colas en los distintos remontes, estado del parking",Sierra Nevada,Sierra Nevada,"Formigal/Panticosa, Astún/Candanchú, Sierra Nevada, Snozone","Formigal/Panticosa, Astún/Candanchú, Sierra Nevada, Xanadú",0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,16+ días,4,2,1,2,4,3
