fecha,municipio,estacion,temp_max_c,temp_min_c,temp_media_c,precipitacion_mm,nieve_cm,viento_max_kmh
2023-02-03,18134 Monachil,Sierra Nevada,1.7,-6.6,-0.9,0.0,0.0,14.0
2023-02-04,18134 Monachil,Sierra Nevada,5.4,-1.8,2.2,0.0,0.0,14.2
2023-02-05,18134 Monachil,Sierra Nevada,5.2,0.5,2.4,0.0,0.0,7.8
2023-02-06,18134 Monachil,Sierra Nevada,3.3,-4.2,0.4,0.0,0.0,10.9
2023-02-07,18134 Monachil,Sierra Nevada,-2.1,-5.1,-3.3,4.9,3.43,8.9
2023-02-08,18134 Monachil,Sierra Nevada,-1.3,-5.3,-3.1,1.2,0.77,10.4
2023-02-09,18134 Monachil,Sierra Nevada,-1.3,-5.5,-3.3,0.3,0.21,8.0
2023-02-10,18134 Monachil,Sierra Nevada,-0.4,-8.9,-4.5,0.0,0.0,15.9
2023-02-11,18134 Monachil,Sierra Nevada,-1.5,-8.4,-4.8,0.1,0.07,13.8
2023-02-12,18134 Monachil,Sierra Nevada,0.5,-3.1,-1.5,2.3,1.54,10.8
2023-02-13,18134 Monachil,Sierra Nevada,2.0,-3.4,-0.3,0.0,0.0,11.8
2023-02-14,18134 Monachil,Sierra Nevada,2.0,-4.7,-1.5,0.4,0.28,14.5
2023-02-15,18134 Monachil,Sierra Nevada,1.4,-1.5,-0.3,1.7,1.19,9.7
2023-02-16,18134 Monachil,Sierra Nevada,2.1,-1.7,-0.0,0.6,0.42,8.0
2023-02-17,18134 Monachil,Sierra Nevada,4.5,-2.7,1.3,2.8,1.82,16.2
2023-02-18,18134 Monachil,Sierra Nevada,4.1,-2.5,1.8,3.3,2.24,15.8
2023-02-19,18134 Monachil,Sierra Nevada,5.8,-4.5,1.5,1.5,1.05,15.5
2023-02-20,18134 Monachil,Sierra Nevada,7.8,-3.6,2.3,0.0,0.0,15.5
2023-02-21,18134 Monachil,Sierra Nevada,4.6,0.7,2.2,2.4,1.54,15.3
2023-02-22,18134 Monachil,Sierra Nevada,4.6,-1.0,1.4,0.0,0.0,9.8
2023-02-23,18134 Monachil,Sierra Nevada,3.9,-2.9,0.3,0.0,0.0,12.7
2023-02-24,18134 Monachil,Sierra Nevada,1.7,-6.5,-1.8,0.2,0.14,11.2
2023-02-25,18134 Monachil,Sierra Nevada,-5.1,-8.9,-6.9,2.9,2.03,13.7
2023-02-26,18134 Monachil,Sierra Nevada,-3.1,-8.7,-5.7,3.1,2.17,12.5
2023-02-27,18134 Monachil,Sierra Nevada,-2.7,-11.0,-5.7,0.0,0.0,12.4
2023-02-28,18134 Monachil,Sierra Nevada,-2.1,-16.4,-7.7,0.0,0.0,16.2
2023-03-01,18134 Monachil,Sierra Nevada,-3.0,-8.9,-6.5,0.0,0.0,8.8
2023-03-02,18134 Monachil,Sierra Nevada,-3.7,-10.2,-7.0,0.0,0.0,12.0
2023-03-03,18134 Monachil,Sierra Nevada,1.1,-5.9,-3.0,0.0,0.0,9.7
2023-03-04,18134 Monachil,Sierra Nevada,1.1,-5.6,-2.5,0.0,0.0,7.2
2023-03-05,18134 Monachil,Sierra Nevada,4.2,-2.6,0.2,3.0,2.1,16.6
2023-03-06,18134 Monachil,Sierra Nevada,2.2,-6.1,-1.1,14.1,9.24,16.6
2023-03-07,18134 Monachil,Sierra Nevada,3.2,-0.9,1.9,6.2,0.98,16.7
2023-03-08,18134 Monachil,Sierra Nevada,9.6,-0.2,3.9,0.0,0.0,13.8
2023-03-09,18134 Monachil,Sierra Nevada,6.1,0.8,3.2,3.0,0.0,19.8
2023-03-10,18134 Monachil,Sierra Nevada,10.8,-1.2,5.1,0.0,0.0,12.5
2023-03-11,18134 Monachil,Sierra Nevada,13.6,6.5,10.8,0.0,0.0,11.4
2023-03-12,18134 Monachil,Sierra Nevada,14.8,9.1,12.6,0.0,0.0,8.9
2023-03-13,18134 Monachil,Sierra Nevada,12.3,1.9,9.4,0.0,0.0,12.0
2023-03-14,18134 Monachil,Sierra Nevada,10.4,0.5,6.6,0.0,0.0,13.1
2023-03-15,18134 Monachil,Sierra Nevada,11.6,3.6,8.4,0.0,0.0,8.3
2023-03-16,18134 Monachil,Sierra Nevada,13.4,5.6,9.2,0.0,0.0,12.6
2023-03-17,18134 Monachil,Sierra Nevada,8.2,0.8,4.9,0.0,0.0,14.6
2023-03-18,18134 Monachil,Sierra Nevada,3.7,-1.2,1.1,5.0,3.5,12.0
2023-03-19,18134 Monachil,Sierra Nevada,4.5,-4.4,0.0,0.4,0.35,12.4
2023-03-20,18134 Monachil,Sierra Nevada,8.1,-3.1,2.1,0.0,0.0,11.0
2023-03-21,18134 Monachil,Sierra Nevada,9.0,1.7,4.8,0.0,0.0,10.4
2023-03-22,18134 Monachil,Sierra Nevada,10.5,1.3,5.6,0.0,0.0,7.5
2023-03-23,18134 Monachil,Sierra Nevada,11.2,2.9,6.5,0.0,0.0,8.9
2023-03-24,18134 Monachil,Sierra Nevada,11.9,4.1,8.5,0.0,0.0,9.7
2023-03-25,18134 Monachil,Sierra Nevada,13.1,6.2,9.7,0.0,0.0,10.1
2023-03-26,18134 Monachil,Sierra Nevada,11.8,4.0,8.7,0.0,0.0,12.3
2023-03-27,18134 Monachil,Sierra Nevada,11.2,4.7,8.4,0.0,0.0,14.0
2023-03-28,18134 Monachil,Sierra Nevada,11.8,4.3,8.3,0.0,0.0,7.7
2023-03-29,18134 Monachil,Sierra Nevada,14.3,6.7,10.2,0.2,0.0,6.6
2023-03-30,18134 Monachil,Sierra Nevada,12.8,4.5,9.3,0.0,0.0,10.6
2023-03-31,18134 Monachil,Sierra Nevada,11.6,5.1,8.8,0.0,0.0,14.3
2023-04-01,18134 Monachil,Sierra Nevada,10.0,2.4,5.6,0.0,0.0,16.5
2023-04-02,18134 Monachil,Sierra Nevada,9.2,-0.7,4.1,0.0,0.0,15.8
2023-04-03,18134 Monachil,Sierra Nevada,9.6,0.3,4.8,0.0,0.0,15.2
2023-04-04,18134 Monachil,Sierra Nevada,8.8,0.8,4.9,0.2,0.14,10.7
2023-04-05,18134 Monachil,Sierra Nevada,10.3,-1.5,5.3,0.0,0.0,10.5
2023-04-06,18134 Monachil,Sierra Nevada,10.3,4.3,7.2,0.0,0.0,10.6
2023-04-07,18134 Monachil,Sierra Nevada,10.7,2.8,6.8,0.0,0.0,8.3
2023-04-08,18134 Monachil,Sierra Nevada,12.3,4.3,7.7,0.0,0.0,11.7
2023-04-09,18134 Monachil,Sierra Nevada,12.6,5.9,8.8,1.3,0.07,12.8
2023-04-10,18134 Monachil,Sierra Nevada,13.7,5.9,9.3,0.0,0.0,13.9
2023-04-11,18134 Monachil,Sierra Nevada,14.6,7.2,10.2,0.0,0.0,14.0
2023-04-12,18134 Monachil,Sierra Nevada,11.8,3.7,8.9,0.0,0.0,13.8
2023-04-13,18134 Monachil,Sierra Nevada,9.2,1.6,5.0,0.0,0.0,13.7
2023-04-14,18134 Monachil,Sierra Nevada,9.8,1.6,6.5,0.0,0.0,13.4
2023-04-15,18134 Monachil,Sierra Nevada,13.2,2.8,7.7,0.0,0.0,14.9
2023-04-16,18134 Monachil,Sierra Nevada,13.8,2.6,8.3,0.0,0.0,14.6
2023-04-17,18134 Monachil,Sierra Nevada,13.1,5.4,8.8,0.0,0.0,10.5
2023-04-18,18134 Monachil,Sierra Nevada,12.6,5.0,8.7,0.7,0.0,10.1
2023-04-19,18134 Monachil,Sierra Nevada,11.8,5.9,9.0,2.9,0.0,9.0
2023-04-20,18134 Monachil,Sierra Nevada,10.8,5.1,7.7,4.7,1.05,13.1
2023-04-21,18134 Monachil,Sierra Nevada,11.5,3.3,7.7,0.0,0.0,14.1
2023-04-22,18134 Monachil,Sierra Nevada,10.2,1.8,5.7,1.7,0.0,13.2
2023-04-23,18134 Monachil,Sierra Nevada,12.4,1.4,7.2,2.0,0.0,11.8
2023-04-24,18134 Monachil,Sierra Nevada,14.2,3.9,9.1,2.1,0.0,12.5
2023-04-25,18134 Monachil,Sierra Nevada,16.3,7.7,11.5,0.0,0.0,13.7
2023-04-26,18134 Monachil,Sierra Nevada,18.1,9.5,13.3,0.0,0.0,11.8
2023-04-27,18134 Monachil,Sierra Nevada,18.1,12.0,15.2,2.4,0.0,13.4
2023-04-28,18134 Monachil,Sierra Nevada,19.0,9.3,15.1,11.3,0.0,17.0
2023-04-29,18134 Monachil,Sierra Nevada,14.4,6.9,10.6,13.3,0.0,20.7
2023-04-30,18134 Monachil,Sierra Nevada,12.9,5.8,9.5,0.7,0.0,9.5
2023-05-01,18134 Monachil,Sierra Nevada,14.7,4.8,9.8,1.9,0.0,12.5
2023-05-02,18134 Monachil,Sierra Nevada,15.7,7.9,11.5,0.0,0.0,6.8
2023-05-03,18134 Monachil,Sierra Nevada,16.8,9.7,12.8,3.6,0.0,11.7
2023-05-04,18134 Monachil,Sierra Nevada,14.7,6.4,11.0,0.0,0.0,10.6
2023-05-05,18134 Monachil,Sierra Nevada,16.9,4.6,10.9,0.7,0.0,10.7
2023-05-06,18134 Monachil,Sierra Nevada,13.8,7.2,10.4,1.1,0.0,12.3
2023-05-07,18134 Monachil,Sierra Nevada,13.1,5.3,9.1,3.7,0.07,14.6
2023-05-08,18134 Monachil,Sierra Nevada,16.4,6.8,11.6,0.0,0.0,14.3
2023-05-09,18134 Monachil,Sierra Nevada,17.6,9.5,13.3,0.0,0.0,15.3
2023-05-10,18134 Monachil,Sierra Nevada,15.7,6.7,11.4,0.0,0.0,17.6
2023-05-11,18134 Monachil,Sierra Nevada,14.2,7.0,10.7,7.1,0.0,16.3
2023-05-12,18134 Monachil,Sierra Nevada,12.4,5.3,8.7,0.0,0.0,22.1
2023-05-13,18134 Monachil,Sierra Nevada,6.5,1.5,3.8,8.2,5.53,16.8
2023-05-14,18134 Monachil,Sierra Nevada,7.4,0.4,3.6,2.3,1.47,17.8
2023-05-15,18134 Monachil,Sierra Nevada,10.5,1.0,5.3,0.0,0.0,17.1
2023-05-16,18134 Monachil,Sierra Nevada,12.1,3.1,7.5,0.0,0.0,12.4
2023-05-17,18134 Monachil,Sierra Nevada,7.6,3.0,5.7,6.6,3.36,15.2
2023-05-18,18134 Monachil,Sierra Nevada,3.9,0.6,2.3,12.5,8.19,5.6
2023-05-19,18134 Monachil,Sierra Nevada,6.3,-0.6,2.0,7.4,4.69,13.8
2023-05-20,18134 Monachil,Sierra Nevada,6.5,0.5,3.2,2.6,1.54,10.1
2023-05-21,18134 Monachil,Sierra Nevada,4.7,0.2,2.3,7.7,5.11,8.7
2023-05-22,18134 Monachil,Sierra Nevada,2.0,-0.6,0.6,37.0,25.9,7.8
2023-05-23,18134 Monachil,Sierra Nevada,3.3,0.1,2.0,13.8,8.82,5.2
2023-05-24,18134 Monachil,Sierra Nevada,5.9,-1.9,2.5,1.0,0.0,8.3
2023-05-25,18134 Monachil,Sierra Nevada,7.8,2.0,4.8,5.8,0.28,8.0
2023-05-26,18134 Monachil,Sierra Nevada,11.5,4.1,7.1,0.9,0.0,7.2
2023-05-27,18134 Monachil,Sierra Nevada,8.6,4.4,6.7,16.5,0.42,10.7
2023-05-28,18134 Monachil,Sierra Nevada,8.1,2.9,5.7,5.3,0.21,13.9
2023-05-29,18134 Monachil,Sierra Nevada,9.3,3.4,6.0,1.3,0.0,10.6
2023-05-30,18134 Monachil,Sierra Nevada,8.5,2.8,5.6,3.3,0.7,11.0
2023-05-31,18134 Monachil,Sierra Nevada,9.9,1.1,5.9,4.0,0.49,9.4
2023-06-01,18134 Monachil,Sierra Nevada,10.1,3.7,6.9,2.6,0.0,7.4
2023-06-02,18134 Monachil,Sierra Nevada,8.9,3.7,5.8,13.0,2.38,9.5
2023-06-03,18134 Monachil,Sierra Nevada,9.2,2.4,5.9,7.1,0.07,8.7
2023-06-04,18134 Monachil,Sierra Nevada,10.3,3.7,7.3,9.8,0.0,8.3
2023-06-05,18134 Monachil,Sierra Nevada,12.3,6.2,8.7,3.7,0.0,7.1
2023-06-06,18134 Monachil,Sierra Nevada,14.9,7.4,11.1,1.4,0.0,6.3
2023-06-07,18134 Monachil,Sierra Nevada,13.5,9.7,11.2,22.3,0.0,10.1
2023-06-08,18134 Monachil,Sierra Nevada,12.9,7.0,11.0,12.2,0.0,15.4
2023-06-09,18134 Monachil,Sierra Nevada,13.0,4.7,9.0,0.7,0.0,12.1
2023-06-10,18134 Monachil,Sierra Nevada,15.1,5.3,10.8,0.0,0.0,8.1
2023-06-11,18134 Monachil,Sierra Nevada,14.9,6.6,10.7,1.4,0.0,8.5
2023-06-12,18134 Monachil,Sierra Nevada,15.7,7.4,11.5,0.0,0.0,10.6
2023-06-13,18134 Monachil,Sierra Nevada,13.7,6.8,10.0,0.3,0.0,16.1
2023-06-14,18134 Monachil,Sierra Nevada,15.9,4.7,10.2,0.0,0.0,13.3
2023-06-15,18134 Monachil,Sierra Nevada,18.1,9.5,13.4,0.0,0.0,10.6
2023-06-16,18134 Monachil,Sierra Nevada,19.4,11.4,15.3,0.0,0.0,8.7
2023-06-17,18134 Monachil,Sierra Nevada,19.7,13.3,16.4,3.6,0.0,8.3
2023-06-18,18134 Monachil,Sierra Nevada,17.4,11.3,14.1,17.0,0.0,10.9
2023-06-19,18134 Monachil,Sierra Nevada,16.7,9.5,12.9,26.3,0.0,9.1
2023-06-20,18134 Monachil,Sierra Nevada,16.0,9.4,12.8,15.5,0.0,11.5
2023-06-21,18134 Monachil,Sierra Nevada,13.6,9.5,11.9,18.4,0.0,12.6
2023-06-22,18134 Monachil,Sierra Nevada,18.4,7.2,13.2,0.0,0.0,10.4
2023-06-23,18134 Monachil,Sierra Nevada,20.1,12.8,16.3,1.0,0.0,7.7
2023-06-24,18134 Monachil,Sierra Nevada,21.9,16.0,19.4,0.1,0.0,11.0
2023-06-25,18134 Monachil,Sierra Nevada,22.8,15.4,19.7,0.1,0.0,14.4
2023-06-26,18134 Monachil,Sierra Nevada,21.9,14.3,18.2,2.3,0.0,11.4
2023-06-27,18134 Monachil,Sierra Nevada,20.8,16.7,18.8,0.8,0.0,8.4
2023-06-28,18134 Monachil,Sierra Nevada,21.2,16.4,19.0,0.0,0.0,8.3
2023-06-29,18134 Monachil,Sierra Nevada,20.7,14.9,17.9,0.7,0.0,15.4
2023-06-30,18134 Monachil,Sierra Nevada,19.6,11.2,16.5,0.0,0.0,16.6
2023-07-01,18134 Monachil,Sierra Nevada,20.1,12.2,16.3,0.3,0.0,10.3
2023-07-02,18134 Monachil,Sierra Nevada,19.3,13.0,16.0,1.7,0.0,8.7
2023-07-03,18134 Monachil,Sierra Nevada,20.4,13.7,16.9,1.5,0.0,12.2
2023-07-04,18134 Monachil,Sierra Nevada,20.6,13.8,16.8,0.0,0.0,11.6
2023-07-05,18134 Monachil,Sierra Nevada,20.5,9.9,16.0,2.1,0.0,8.8
2023-07-06,18134 Monachil,Sierra Nevada,21.1,14.3,17.6,0.0,0.0,11.3
2023-07-07,18134 Monachil,Sierra Nevada,21.5,11.4,17.4,5.9,0.0,10.7
2023-07-08,18134 Monachil,Sierra Nevada,23.0,11.3,17.8,0.0,0.0,9.3
2023-07-09,18134 Monachil,Sierra Nevada,24.7,13.2,20.0,3.3,0.0,14.6
2023-07-10,18134 Monachil,Sierra Nevada,25.4,14.1,20.7,0.4,0.0,14.3
2023-07-11,18134 Monachil,Sierra Nevada,26.0,16.8,21.9,0.9,0.0,16.2
2023-07-12,18134 Monachil,Sierra Nevada,25.0,17.0,21.4,0.2,0.0,21.4
2023-07-13,18134 Monachil,Sierra Nevada,24.1,13.6,20.1,0.0,0.0,15.0
2023-07-14,18134 Monachil,Sierra Nevada,24.1,17.3,20.5,0.0,0.0,12.7
2023-07-15,18134 Monachil,Sierra Nevada,22.7,12.7,18.0,0.0,0.0,15.5
2023-07-16,18134 Monachil,Sierra Nevada,24.7,14.3,19.6,2.9,0.0,17.4
2023-07-17,18134 Monachil,Sierra Nevada,25.6,14.1,20.7,0.0,0.0,15.0
2023-07-18,18134 Monachil,Sierra Nevada,26.7,15.8,21.5,0.0,0.0,10.9
2023-07-19,18134 Monachil,Sierra Nevada,24.6,17.5,21.1,0.2,0.0,13.8
2023-07-20,18134 Monachil,Sierra Nevada,21.7,14.5,18.7,9.0,0.0,19.8
2023-07-21,18134 Monachil,Sierra Nevada,22.0,12.4,16.9,3.7,0.0,18.7
2023-07-22,18134 Monachil,Sierra Nevada,22.4,11.8,17.2,5.8,0.0,17.2
2023-07-23,18134 Monachil,Sierra Nevada,25.3,12.9,19.6,1.4,0.0,16.3
2023-07-24,18134 Monachil,Sierra Nevada,22.8,12.0,18.3,9.7,0.0,20.3
2023-07-25,18134 Monachil,Sierra Nevada,21.9,12.1,17.2,0.0,0.0,11.5
2023-07-26,18134 Monachil,Sierra Nevada,22.5,9.9,16.9,0.0,0.0,7.9
2023-07-27,18134 Monachil,Sierra Nevada,21.4,12.4,17.6,4.3,0.0,9.9
2023-07-28,18134 Monachil,Sierra Nevada,24.1,11.0,17.9,0.0,0.0,8.8
2023-07-29,18134 Monachil,Sierra Nevada,25.5,16.7,20.9,0.0,0.0,11.0
2023-07-30,18134 Monachil,Sierra Nevada,25.8,16.1,21.4,0.0,0.0,12.9
2023-07-31,18134 Monachil,Sierra Nevada,24.0,16.1,19.6,0.0,0.0,14.7
2023-08-01,18134 Monachil,Sierra Nevada,24.1,15.7,20.1,0.0,0.0,13.0
2023-08-02,18134 Monachil,Sierra Nevada,23.9,14.3,19.3,0.0,0.0,13.9
2023-08-03,18134 Monachil,Sierra Nevada,22.9,13.6,18.1,0.0,0.0,11.7
2023-08-04,18134 Monachil,Sierra Nevada,21.3,13.0,17.3,0.0,0.0,15.4
2023-08-05,18134 Monachil,Sierra Nevada,23.3,11.4,17.6,0.0,0.0,9.7
2023-08-06,18134 Monachil,Sierra Nevada,24.7,15.9,20.0,0.0,0.0,10.3
2023-08-07,18134 Monachil,Sierra Nevada,26.7,18.8,22.5,0.0,0.0,9.7
2023-08-08,18134 Monachil,Sierra Nevada,28.2,19.3,24.0,0.0,0.0,16.2
2023-08-09,18134 Monachil,Sierra Nevada,27.5,17.5,23.6,0.3,0.0,12.0
2023-08-10,18134 Monachil,Sierra Nevada,26.6,17.1,22.5,0.2,0.0,18.4
2023-08-11,18134 Monachil,Sierra Nevada,25.6,16.4,22.5,0.0,0.0,21.0
2023-08-12,18134 Monachil,Sierra Nevada,25.1,18.4,21.5,0.0,0.0,20.2
2023-08-13,18134 Monachil,Sierra Nevada,24.3,15.4,20.0,0.0,0.0,14.9
2023-08-14,18134 Monachil,Sierra Nevada,23.5,13.5,18.9,0.0,0.0,17.5
2023-08-15,18134 Monachil,Sierra Nevada,23.1,13.8,18.7,1.8,0.0,14.1
2023-08-16,18134 Monachil,Sierra Nevada,22.6,13.0,18.1,0.0,0.0,19.4
2023-08-17,18134 Monachil,Sierra Nevada,23.4,9.9,17.5,0.0,0.0,14.3
2023-08-18,18134 Monachil,Sierra Nevada,24.3,11.7,18.1,0.0,0.0,13.4
2023-08-19,18134 Monachil,Sierra Nevada,24.9,15.4,19.9,0.0,0.0,14.1
2023-08-20,18134 Monachil,Sierra Nevada,25.1,13.5,20.0,0.0,0.0,14.5
2023-08-21,18134 Monachil,Sierra Nevada,25.6,17.1,20.9,0.0,0.0,14.5
2023-08-22,18134 Monachil,Sierra Nevada,24.5,14.5,19.7,0.0,0.0,10.6
2023-08-23,18134 Monachil,Sierra Nevada,24.5,14.5,19.7,0.0,0.0,10.5
2023-08-24,18134 Monachil,Sierra Nevada,25.1,15.8,20.3,0.0,0.0,15.1
2023-08-25,18134 Monachil,Sierra Nevada,24.5,16.5,19.2,10.5,0.0,14.0
2023-08-26,18134 Monachil,Sierra Nevada,23.4,13.4,19.1,3.6,0.0,19.4
2023-08-27,18134 Monachil,Sierra Nevada,15.6,8.5,12.2,2.0,0.0,21.0
2023-08-28,18134 Monachil,Sierra Nevada,17.8,6.3,11.5,0.0,0.0,15.0
2023-08-29,18134 Monachil,Sierra Nevada,19.3,7.7,13.4,0.0,0.0,14.5
2023-08-30,18134 Monachil,Sierra Nevada,18.1,8.1,13.5,0.1,0.0,15.3
2023-08-31,18134 Monachil,Sierra Nevada,18.2,9.9,13.7,0.0,0.0,8.4
2023-09-01,18134 Monachil,Sierra Nevada,18.8,10.0,14.7,0.9,0.0,6.7
2023-09-02,18134 Monachil,Sierra Nevada,14.8,9.0,11.5,2.3,0.0,9.2
2023-09-03,18134 Monachil,Sierra Nevada,13.2,7.0,10.3,15.6,0.0,15.6
2023-09-04,18134 Monachil,Sierra Nevada,16.5,8.9,12.5,0.6,0.0,10.5
2023-09-05,18134 Monachil,Sierra Nevada,18.8,9.3,13.5,0.0,0.0,12.3
2023-09-06,18134 Monachil,Sierra Nevada,18.3,9.1,14.1,0.0,0.0,5.4
2023-09-07,18134 Monachil,Sierra Nevada,19.1,10.5,15.1,0.1,0.0,9.7
2023-09-08,18134 Monachil,Sierra Nevada,19.6,10.8,15.4,0.7,0.0,13.9
2023-09-09,18134 Monachil,Sierra Nevada,18.6,10.4,14.5,9.8,0.0,8.2
2023-09-10,18134 Monachil,Sierra Nevada,18.9,10.5,14.7,1.7,0.0,10.8
2023-09-11,18134 Monachil,Sierra Nevada,15.2,8.5,12.1,5.6,0.0,17.4
2023-09-12,18134 Monachil,Sierra Nevada,16.9,7.4,11.6,0.0,0.0,12.2
2023-09-13,18134 Monachil,Sierra Nevada,15.8,6.8,11.0,2.0,0.0,8.3
2023-09-14,18134 Monachil,Sierra Nevada,17.2,8.1,12.5,3.0,0.0,8.9
2023-09-15,18134 Monachil,Sierra Nevada,15.5,8.8,11.9,17.6,0.0,16.0
2023-09-16,18134 Monachil,Sierra Nevada,15.7,7.2,11.0,11.3,0.0,18.3
2023-09-17,18134 Monachil,Sierra Nevada,14.0,8.1,10.9,3.9,0.0,20.8
2023-09-18,18134 Monachil,Sierra Nevada,14.6,7.9,10.8,0.1,0.0,20.1
2023-09-19,18134 Monachil,Sierra Nevada,14.3,6.1,10.0,0.4,0.0,9.2
2023-09-20,18134 Monachil,Sierra Nevada,14.8,5.8,9.9,0.0,0.0,10.1
2023-09-21,18134 Monachil,Sierra Nevada,14.3,6.9,10.5,0.0,0.0,17.0
2023-09-22,18134 Monachil,Sierra Nevada,14.4,6.8,10.5,4.2,0.0,12.9
2023-09-23,18134 Monachil,Sierra Nevada,16.0,4.9,11.1,0.0,0.0,10.1
2023-09-24,18134 Monachil,Sierra Nevada,18.3,12.6,15.3,0.0,0.0,7.4
2023-09-25,18134 Monachil,Sierra Nevada,19.5,13.8,16.1,0.0,0.0,8.3
2023-09-26,18134 Monachil,Sierra Nevada,18.0,12.1,15.1,0.0,0.0,9.4
2023-09-27,18134 Monachil,Sierra Nevada,18.1,11.9,14.6,0.0,0.0,12.0
2023-09-28,18134 Monachil,Sierra Nevada,19.2,11.2,15.0,0.0,0.0,10.1
2023-09-29,18134 Monachil,Sierra Nevada,20.2,10.2,15.7,0.0,0.0,8.7
2023-09-30,18134 Monachil,Sierra Nevada,20.3,13.8,17.3,0.0,0.0,8.6
2023-10-01,18134 Monachil,Sierra Nevada,19.6,13.7,16.7,0.0,0.0,8.0
2023-10-02,18134 Monachil,Sierra Nevada,19.6,12.3,15.6,0.0,0.0,10.0
2023-10-03,18134 Monachil,Sierra Nevada,19.3,11.5,15.3,0.0,0.0,10.8
2023-10-04,18134 Monachil,Sierra Nevada,18.6,11.1,14.7,0.0,0.0,10.9
2023-10-05,18134 Monachil,Sierra Nevada,18.8,9.4,14.1,0.0,0.0,10.2
2023-10-06,18134 Monachil,Sierra Nevada,18.4,7.4,12.8,0.0,0.0,8.1
2023-10-07,18134 Monachil,Sierra Nevada,18.0,10.5,13.8,0.0,0.0,8.3
2023-10-08,18134 Monachil,Sierra Nevada,17.6,8.5,13.1,0.0,0.0,11.9
2023-10-09,18134 Monachil,Sierra Nevada,17.2,8.3,12.5,0.0,0.0,11.2
2023-10-10,18134 Monachil,Sierra Nevada,16.3,8.4,12.5,0.0,0.0,11.2
2023-10-11,18134 Monachil,Sierra Nevada,15.9,8.4,12.2,0.0,0.0,9.3
2023-10-12,18134 Monachil,Sierra Nevada,16.6,9.7,12.8,0.0,0.0,7.4
2023-10-13,18134 Monachil,Sierra Nevada,17.5,8.4,12.8,0.0,0.0,11.7
2023-10-14,18134 Monachil,Sierra Nevada,11.9,5.2,8.5,6.0,0.0,15.7
2023-10-15,18134 Monachil,Sierra Nevada,13.8,4.7,8.5,0.1,0.0,11.5
2023-10-16,18134 Monachil,Sierra Nevada,13.2,5.8,9.1,0.0,0.0,11.8
2023-10-17,18134 Monachil,Sierra Nevada,13.4,8.1,9.8,4.1,0.0,27.2
2023-10-18,18134 Monachil,Sierra Nevada,12.0,6.6,8.7,0.0,0.0,26.2
2023-10-19,18134 Monachil,Sierra Nevada,10.3,5.4,7.6,39.5,0.91,29.9
2023-10-20,18134 Monachil,Sierra Nevada,4.8,-0.6,1.4,13.2,3.36,27.4
2023-10-21,18134 Monachil,Sierra Nevada,6.6,-1.5,2.2,0.0,0.0,11.4
2023-10-22,18134 Monachil,Sierra Nevada,9.8,0.1,5.1,13.7,0.56,28.3
2023-10-23,18134 Monachil,Sierra Nevada,8.1,3.7,5.6,2.7,0.14,20.5
2023-10-24,18134 Monachil,Sierra Nevada,8.0,0.6,3.7,0.1,0.0,12.7
2023-10-25,18134 Monachil,Sierra Nevada,10.7,2.1,6.9,0.9,0.0,12.7
2023-10-26,18134 Monachil,Sierra Nevada,12.1,6.1,9.2,2.6,0.0,24.5
2023-10-27,18134 Monachil,Sierra Nevada,10.1,2.6,6.6,2.4,0.0,22.3
2023-10-28,18134 Monachil,Sierra Nevada,11.0,2.6,6.4,0.0,0.0,10.4
2023-10-29,18134 Monachil,Sierra Nevada,10.6,2.1,6.4,0.0,0.0,13.7
2023-10-30,18134 Monachil,Sierra Nevada,6.4,0.8,4.2,7.8,1.26,20.5
2023-10-31,18134 Monachil,Sierra Nevada,8.2,3.2,5.7,11.2,0.0,16.4
2023-11-01,18134 Monachil,Sierra Nevada,10.7,2.2,6.5,4.9,0.0,14.4
2023-11-02,18134 Monachil,Sierra Nevada,8.3,1.2,5.4,13.1,0.0,32.0
2023-11-03,18134 Monachil,Sierra Nevada,3.1,-1.9,0.6,1.3,0.21,26.8
2023-11-04,18134 Monachil,Sierra Nevada,7.4,1.8,4.7,1.2,0.0,25.2
2023-11-05,18134 Monachil,Sierra Nevada,8.7,-0.0,4.2,4.6,0.0,25.3
2023-11-06,18134 Monachil,Sierra Nevada,3.6,-3.1,0.2,0.0,0.0,8.6
2023-11-07,18134 Monachil,Sierra Nevada,3.5,-3.4,-0.1,0.0,0.0,8.6
2023-11-08,18134 Monachil,Sierra Nevada,6.6,-1.1,2.8,0.0,0.0,9.5
2023-11-09,18134 Monachil,Sierra Nevada,9.6,1.7,6.2,0.0,0.0,12.2
2023-11-10,18134 Monachil,Sierra Nevada,10.7,2.5,6.1,0.0,0.0,14.1
2023-11-11,18134 Monachil,Sierra Nevada,14.0,5.0,10.0,0.0,0.0,12.3
2023-11-12,18134 Monachil,Sierra Nevada,13.6,8.0,11.4,0.0,0.0,12.7
2023-11-13,18134 Monachil,Sierra Nevada,14.2,8.9,11.5,0.0,0.0,8.1
2023-11-14,18134 Monachil,Sierra Nevada,14.2,7.0,11.2,0.0,0.0,6.9
2023-11-15,18134 Monachil,Sierra Nevada,13.7,9.1,10.9,0.0,0.0,8.2
2023-11-16,18134 Monachil,Sierra Nevada,13.1,8.6,11.1,0.0,0.0,6.6
2023-11-17,18134 Monachil,Sierra Nevada,14.4,8.9,11.6,0.0,0.0,9.0
