fecha,municipio,estacion,temp_max_c,temp_min_c,temp_media_c,precipitacion_mm,nieve_cm,viento_max_kmh
2018-01-01,18134 Monachil,Sierra Nevada,5.5,-3.8,1.3,0.3,0.14,15.3
2018-01-02,18134 Monachil,Sierra Nevada,7.4,-1.0,4.6,0.0,0.0,9.0
2018-01-03,18134 Monachil,Sierra Nevada,9.0,3.5,7.0,0.0,0.0,4.9
2018-01-04,18134 Monachil,Sierra Nevada,9.1,4.4,7.1,0.0,0.0,6.3
2018-01-05,18134 Monachil,Sierra Nevada,8.5,-3.0,4.7,0.0,0.0,11.2
2018-01-06,18134 Monachil,Sierra Nevada,-1.4,-8.4,-4.4,24.2,16.87,12.1
2018-01-07,18134 Monachil,Sierra Nevada,-7.5,-10.1,-8.8,2.1,1.54,6.3
2018-01-08,18134 Monachil,Sierra Nevada,-5.1,-10.3,-8.1,3.3,2.38,4.9
2018-01-09,18134 Monachil,Sierra Nevada,-3.0,-11.8,-7.2,3.0,2.1,7.9
2018-01-10,18134 Monachil,Sierra Nevada,-0.1,-4.8,-2.6,16.9,11.13,13.4
2018-01-11,18134 Monachil,Sierra Nevada,-1.4,-10.3,-7.1,4.0,2.8,14.9
2018-01-12,18134 Monachil,Sierra Nevada,4.4,-11.0,-2.9,0.0,0.0,5.4
2018-01-13,18134 Monachil,Sierra Nevada,4.9,-6.4,1.0,3.1,2.17,10.5
2018-01-14,18134 Monachil,Sierra Nevada,-4.4,-7.9,-6.1,3.5,2.45,5.1
2018-01-15,18134 Monachil,Sierra Nevada,-5.7,-9.1,-7.4,0.0,0.0,3.6
2018-01-16,18134 Monachil,Sierra Nevada,8.7,-3.9,3.9,0.0,0.0,5.4
2018-01-17,18134 Monachil,Sierra Nevada,10.5,4.5,8.4,0.0,0.0,4.6
2018-01-18,18134 Monachil,Sierra Nevada,8.8,2.5,6.3,0.0,0.0,6.1
2018-01-19,18134 Monachil,Sierra Nevada,2.6,-2.0,0.1,0.6,0.42,7.2
2018-01-20,18134 Monachil,Sierra Nevada,3.7,-0.2,1.6,0.0,0.0,7.5
2018-01-21,18134 Monachil,Sierra Nevada,6.4,1.0,3.8,0.0,0.0,6.5
2018-01-22,18134 Monachil,Sierra Nevada,8.4,2.4,4.8,0.0,0.0,6.0
2018-01-23,18134 Monachil,Sierra Nevada,8.3,1.9,6.0,0.0,0.0,5.0
2018-01-24,18134 Monachil,Sierra Nevada,7.4,1.3,4.7,0.0,0.0,3.2
2018-01-25,18134 Monachil,Sierra Nevada,4.4,-2.6,1.7,1.8,1.26,9.7
2018-01-26,18134 Monachil,Sierra Nevada,-2.5,-9.4,-6.9,4.9,3.43,14.2
2018-01-27,18134 Monachil,Sierra Nevada,-5.6,-10.7,-8.2,1.2,0.84,10.4
2018-01-28,18134 Monachil,Sierra Nevada,-4.6,-10.0,-6.7,6.2,4.34,16.3
2018-01-29,18134 Monachil,Sierra Nevada,1.7,-6.6,-2.5,0.0,0.0,16.6
2018-01-30,18134 Monachil,Sierra Nevada,3.8,0.2,2.0,0.3,0.21,7.9
2018-01-31,18134 Monachil,Sierra Nevada,4.1,-0.7,1.9,1.1,0.77,7.9
2018-02-01,18134 Monachil,Sierra Nevada,-0.2,-7.2,-2.9,1.9,1.33,7.3
2018-02-02,18134 Monachil,Sierra Nevada,-4.2,-12.6,-8.9,12.0,8.4,14.4
2018-02-03,18134 Monachil,Sierra Nevada,-4.9,-13.5,-8.9,0.0,0.0,6.3
2018-02-04,18134 Monachil,Sierra Nevada,-4.5,-7.6,-5.9,6.5,4.55,7.2
2018-02-05,18134 Monachil,Sierra Nevada,-7.3,-11.2,-9.3,0.3,0.21,5.8
2018-02-06,18134 Monachil,Sierra Nevada,-8.0,-12.2,-10.5,1.2,0.84,9.0
2018-02-07,18134 Monachil,Sierra Nevada,-6.0,-12.1,-9.6,0.1,0.07,6.9
2018-02-08,18134 Monachil,Sierra Nevada,-5.6,-10.2,-8.3,0.2,0.14,5.9
2018-02-09,18134 Monachil,Sierra Nevada,-5.6,-11.5,-8.3,0.0,0.0,7.9
2018-02-10,18134 Monachil,Sierra Nevada,-5.2,-9.3,-7.1,0.0,0.0,5.0
2018-02-11,18134 Monachil,Sierra Nevada,0.9,-9.0,-4.2,0.0,0.0,9.2
2018-02-12,18134 Monachil,Sierra Nevada,-1.5,-8.9,-2.9,3.9,2.73,11.3
2018-02-13,18134 Monachil,Sierra Nevada,-0.7,-7.8,-3.8,0.0,0.0,6.8
2018-02-14,18134 Monachil,Sierra Nevada,3.5,-1.2,1.2,0.0,0.0,7.7
2018-02-15,18134 Monachil,Sierra Nevada,5.4,0.5,3.5,0.0,0.0,4.0
2018-02-16,18134 Monachil,Sierra Nevada,5.2,-0.2,1.9,0.3,0.14,4.5
2018-02-17,18134 Monachil,Sierra Nevada,4.2,-1.2,1.1,0.0,0.0,5.4
2018-02-18,18134 Monachil,Sierra Nevada,1.3,-3.6,-1.3,5.1,3.57,4.2
2018-02-19,18134 Monachil,Sierra Nevada,-0.0,-4.4,-2.0,2.2,1.47,6.6
2018-02-20,18134 Monachil,Sierra Nevada,0.6,-5.7,-2.7,0.0,0.0,6.7
2018-02-21,18134 Monachil,Sierra Nevada,-0.2,-7.1,-3.0,0.6,0.42,7.0
2018-02-22,18134 Monachil,Sierra Nevada,-1.3,-11.2,-5.7,0.0,0.0,9.5
2018-02-23,18134 Monachil,Sierra Nevada,0.5,-4.1,-2.0,0.0,0.0,8.6
2018-02-24,18134 Monachil,Sierra Nevada,-1.7,-5.3,-3.6,0.0,0.0,6.5
2018-02-25,18134 Monachil,Sierra Nevada,-1.3,-6.7,-4.2,1.1,0.77,6.2
2018-02-26,18134 Monachil,Sierra Nevada,3.8,-5.7,-0.8,1.8,1.26,7.8
2018-02-27,18134 Monachil,Sierra Nevada,-0.1,-2.5,-1.5,22.4,15.47,11.6
2018-02-28,18134 Monachil,Sierra Nevada,1.0,-3.7,-0.8,20.6,13.86,14.8
2018-03-01,18134 Monachil,Sierra Nevada,-0.1,-3.9,-1.0,42.4,28.91,19.2
2018-03-02,18134 Monachil,Sierra Nevada,2.7,-4.3,-0.4,73.8,35.7,21.4
2018-03-03,18134 Monachil,Sierra Nevada,0.0,-3.3,-1.9,17.5,12.18,18.3
2018-03-04,18134 Monachil,Sierra Nevada,-0.3,-3.6,-1.7,23.0,16.03,16.0
2018-03-05,18134 Monachil,Sierra Nevada,-1.3,-4.8,-3.7,42.6,29.75,15.6
2018-03-06,18134 Monachil,Sierra Nevada,-2.7,-6.5,-4.5,16.2,11.34,14.0
2018-03-07,18134 Monachil,Sierra Nevada,1.0,-6.9,-2.2,3.8,2.66,9.5
2018-03-08,18134 Monachil,Sierra Nevada,2.3,0.7,1.7,29.1,10.5,14.4
2018-03-09,18134 Monachil,Sierra Nevada,4.5,-0.7,2.4,4.9,0.84,13.7
2018-03-10,18134 Monachil,Sierra Nevada,2.8,-2.2,1.3,10.4,5.04,13.6
2018-03-11,18134 Monachil,Sierra Nevada,-2.2,-4.9,-3.7,22.9,15.96,14.8
2018-03-12,18134 Monachil,Sierra Nevada,-1.8,-5.3,-3.7,5.5,3.85,14.6
2018-03-13,18134 Monachil,Sierra Nevada,2.2,-1.9,1.1,6.4,2.31,11.6
2018-03-14,18134 Monachil,Sierra Nevada,1.8,-0.4,1.1,0.4,0.21,18.7
2018-03-15,18134 Monachil,Sierra Nevada,1.9,-4.2,-2.1,23.1,14.14,18.4
2018-03-16,18134 Monachil,Sierra Nevada,-4.0,-8.2,-5.7,1.5,1.05,7.3
2018-03-17,18134 Monachil,Sierra Nevada,-1.2,-7.2,-4.7,39.0,27.16,16.4
2018-03-18,18134 Monachil,Sierra Nevada,-0.4,-5.1,-2.7,38.7,26.25,16.1
2018-03-19,18134 Monachil,Sierra Nevada,-2.0,-5.5,-3.9,24.4,16.87,12.9
2018-03-20,18134 Monachil,Sierra Nevada,-4.2,-11.0,-8.3,5.2,3.64,16.6
2018-03-21,18134 Monachil,Sierra Nevada,-5.6,-10.4,-8.0,0.9,0.63,11.5
2018-03-22,18134 Monachil,Sierra Nevada,-4.1,-10.4,-7.1,0.0,0.0,8.2
2018-03-23,18134 Monachil,Sierra Nevada,0.0,-5.8,-2.4,7.6,5.18,13.7
2018-03-24,18134 Monachil,Sierra Nevada,-0.3,-9.0,-5.5,29.7,20.65,17.4
2018-03-25,18134 Monachil,Sierra Nevada,-2.5,-6.6,-4.9,12.5,8.82,15.4
2018-03-26,18134 Monachil,Sierra Nevada,-2.7,-7.7,-5.6,0.0,0.0,10.0
2018-03-27,18134 Monachil,Sierra Nevada,4.9,-2.8,1.3,0.0,0.0,7.1
2018-03-28,18134 Monachil,Sierra Nevada,7.5,1.1,5.2,0.0,0.0,4.7
2018-03-29,18134 Monachil,Sierra Nevada,3.7,-2.4,1.5,0.0,0.0,6.6
2018-03-30,18134 Monachil,Sierra Nevada,0.9,-7.0,-3.9,7.6,5.32,16.9
2018-03-31,18134 Monachil,Sierra Nevada,-0.3,-7.0,-3.9,3.7,2.59,18.0
2018-04-01,18134 Monachil,Sierra Nevada,6.8,1.2,3.8,0.0,0.0,6.3
2018-04-02,18134 Monachil,Sierra Nevada,7.2,1.8,4.7,1.6,0.07,8.7
2018-04-03,18134 Monachil,Sierra Nevada,2.6,-1.6,1.2,0.0,0.0,7.9
2018-04-04,18134 Monachil,Sierra Nevada,1.6,-4.0,-1.5,0.0,0.0,7.6
2018-04-05,18134 Monachil,Sierra Nevada,9.3,2.5,5.2,3.8,0.63,4.7
2018-04-06,18134 Monachil,Sierra Nevada,7.4,3.7,5.7,1.9,0.0,8.0
2018-04-07,18134 Monachil,Sierra Nevada,3.1,-4.2,-0.4,6.8,4.41,8.6
2018-04-08,18134 Monachil,Sierra Nevada,-2.6,-4.7,-3.8,1.8,1.26,9.7
2018-04-09,18134 Monachil,Sierra Nevada,-2.2,-7.0,-5.2,4.2,2.94,11.5
2018-04-10,18134 Monachil,Sierra Nevada,-0.9,-6.5,-3.7,30.7,21.28,18.2
2018-04-11,18134 Monachil,Sierra Nevada,-4.7,-7.9,-6.5,14.9,10.43,16.1
2018-04-12,18134 Monachil,Sierra Nevada,-0.8,-4.9,-3.4,20.9,14.63,12.0
2018-04-13,18134 Monachil,Sierra Nevada,-2.2,-6.1,-3.8,3.4,2.38,6.9
2018-04-14,18134 Monachil,Sierra Nevada,0.4,-5.0,-2.4,0.3,0.21,8.4
2018-04-15,18134 Monachil,Sierra Nevada,3.5,-2.7,0.7,0.0,0.0,5.1
2018-04-16,18134 Monachil,Sierra Nevada,3.2,-2.8,1.3,5.6,2.52,8.0
2018-04-17,18134 Monachil,Sierra Nevada,7.2,4.0,5.7,0.0,0.0,6.9
2018-04-18,18134 Monachil,Sierra Nevada,8.4,5.2,7.0,0.0,0.0,7.5
2018-04-19,18134 Monachil,Sierra Nevada,7.7,1.3,6.2,0.0,0.0,3.8
2018-04-20,18134 Monachil,Sierra Nevada,9.2,2.6,6.3,0.1,0.0,4.8
2018-04-21,18134 Monachil,Sierra Nevada,9.2,5.3,7.2,0.7,0.0,10.0
2018-04-22,18134 Monachil,Sierra Nevada,9.2,4.2,6.6,2.2,0.0,12.8
2018-04-23,18134 Monachil,Sierra Nevada,8.7,3.3,6.2,2.8,0.0,12.1
2018-04-24,18134 Monachil,Sierra Nevada,9.1,3.5,6.5,0.6,0.0,10.2
2018-04-25,18134 Monachil,Sierra Nevada,5.6,2.5,3.7,16.8,2.24,15.3
2018-04-26,18134 Monachil,Sierra Nevada,6.7,2.0,4.0,2.9,0.0,7.6
2018-04-27,18134 Monachil,Sierra Nevada,7.5,2.7,5.3,1.6,0.0,8.0
2018-04-28,18134 Monachil,Sierra Nevada,6.1,-1.4,3.5,0.0,0.0,12.0
2018-04-29,18134 Monachil,Sierra Nevada,-2.2,-6.4,-4.1,2.1,1.47,14.0
2018-04-30,18134 Monachil,Sierra Nevada,0.7,-4.7,-2.2,0.2,0.14,7.6
2018-05-01,18134 Monachil,Sierra Nevada,-1.0,-6.7,-3.6,2.1,1.47,7.6
2018-05-02,18134 Monachil,Sierra Nevada,3.0,-5.4,-1.4,0.0,0.0,9.7
2018-05-03,18134 Monachil,Sierra Nevada,4.3,-3.4,0.5,3.4,2.17,7.0
2018-05-04,18134 Monachil,Sierra Nevada,4.2,-1.4,1.3,2.5,1.54,6.1
2018-05-05,18134 Monachil,Sierra Nevada,5.8,-0.6,2.6,2.0,0.35,6.0
2018-05-06,18134 Monachil,Sierra Nevada,7.2,1.1,3.9,2.4,0.63,3.4
2018-05-07,18134 Monachil,Sierra Nevada,6.9,1.6,4.5,12.2,4.41,5.5
2018-05-08,18134 Monachil,Sierra Nevada,7.0,1.3,4.4,1.7,0.14,7.3
2018-05-09,18134 Monachil,Sierra Nevada,8.1,3.2,5.4,4.2,0.35,8.2
2018-05-10,18134 Monachil,Sierra Nevada,8.6,4.3,6.5,0.7,0.0,7.2
2018-05-11,18134 Monachil,Sierra Nevada,9.5,4.0,6.3,0.0,0.0,8.2
2018-05-12,18134 Monachil,Sierra Nevada,8.8,-1.5,5.2,0.0,0.0,10.6
2018-05-13,18134 Monachil,Sierra Nevada,6.7,-2.8,2.8,0.0,0.0,12.3
2018-05-14,18134 Monachil,Sierra Nevada,9.4,-0.9,3.8,0.4,0.0,15.7
2018-05-15,18134 Monachil,Sierra Nevada,10.3,0.4,5.3,0.6,0.0,14.1
2018-05-16,18134 Monachil,Sierra Nevada,10.4,2.6,6.4,0.0,0.0,8.5
2018-05-17,18134 Monachil,Sierra Nevada,9.0,3.4,6.1,4.5,0.0,10.1
2018-05-18,18134 Monachil,Sierra Nevada,8.2,1.9,5.1,1.4,0.07,8.1
2018-05-19,18134 Monachil,Sierra Nevada,8.4,0.9,4.4,9.5,2.03,9.8
2018-05-20,18134 Monachil,Sierra Nevada,8.3,-0.0,4.2,1.3,0.07,7.4
2018-05-21,18134 Monachil,Sierra Nevada,7.0,-0.5,3.6,14.7,1.89,6.8
2018-05-22,18134 Monachil,Sierra Nevada,9.4,0.4,5.4,5.5,0.0,6.5
2018-05-23,18134 Monachil,Sierra Nevada,12.2,3.7,8.4,1.1,0.0,11.3
2018-05-24,18134 Monachil,Sierra Nevada,14.2,6.3,10.2,2.4,0.0,16.1
2018-05-25,18134 Monachil,Sierra Nevada,10.0,2.9,6.9,2.8,0.21,11.7
2018-05-26,18134 Monachil,Sierra Nevada,10.7,0.7,6.4,3.4,0.0,10.2
2018-05-27,18134 Monachil,Sierra Nevada,9.2,3.6,6.0,13.9,0.84,10.0
2018-05-28,18134 Monachil,Sierra Nevada,9.6,2.2,5.8,9.2,0.0,9.4
2018-05-29,18134 Monachil,Sierra Nevada,9.1,2.6,5.6,0.7,0.0,9.9
2018-05-30,18134 Monachil,Sierra Nevada,8.3,1.5,4.8,0.6,0.0,10.7
2018-05-31,18134 Monachil,Sierra Nevada,11.8,1.1,6.6,1.3,0.0,7.7
2018-06-01,18134 Monachil,Sierra Nevada,12.0,3.4,7.7,1.2,0.0,9.2
2018-06-02,18134 Monachil,Sierra Nevada,8.0,1.3,5.3,8.7,1.33,10.0
2018-06-03,18134 Monachil,Sierra Nevada,11.5,0.0,6.3,0.2,0.0,11.5
2018-06-04,18134 Monachil,Sierra Nevada,12.6,4.1,8.6,0.0,0.0,9.9
2018-06-05,18134 Monachil,Sierra Nevada,9.7,2.6,7.1,0.3,0.0,11.2
2018-06-06,18134 Monachil,Sierra Nevada,7.6,1.6,4.2,2.6,0.07,14.7
2018-06-07,18134 Monachil,Sierra Nevada,11.9,1.3,6.9,0.1,0.0,12.7
2018-06-08,18134 Monachil,Sierra Nevada,13.4,5.2,9.0,0.0,0.0,11.2
2018-06-09,18134 Monachil,Sierra Nevada,11.5,5.0,8.5,3.1,0.0,14.4
2018-06-10,18134 Monachil,Sierra Nevada,10.7,3.4,6.9,3.3,0.0,9.2
2018-06-11,18134 Monachil,Sierra Nevada,11.2,3.3,7.3,0.9,0.0,10.9
2018-06-12,18134 Monachil,Sierra Nevada,12.1,3.6,7.3,0.8,0.0,14.2
2018-06-13,18134 Monachil,Sierra Nevada,14.0,3.7,8.8,0.7,0.0,12.8
2018-06-14,18134 Monachil,Sierra Nevada,15.0,6.1,10.5,1.0,0.0,14.8
2018-06-15,18134 Monachil,Sierra Nevada,17.7,6.5,12.9,0.0,0.0,11.8
2018-06-16,18134 Monachil,Sierra Nevada,17.9,11.4,14.8,0.6,0.0,10.8
2018-06-17,18134 Monachil,Sierra Nevada,19.3,12.6,15.7,0.3,0.0,10.9
2018-06-18,18134 Monachil,Sierra Nevada,19.9,13.3,16.5,0.1,0.0,8.4
2018-06-19,18134 Monachil,Sierra Nevada,18.1,12.4,14.9,0.0,0.0,12.6
2018-06-20,18134 Monachil,Sierra Nevada,18.9,11.6,15.5,0.6,0.0,10.8
2018-06-21,18134 Monachil,Sierra Nevada,17.9,10.6,14.7,1.3,0.0,9.5
2018-06-22,18134 Monachil,Sierra Nevada,18.8,8.7,14.9,4.7,0.0,10.6
2018-06-23,18134 Monachil,Sierra Nevada,20.2,11.1,16.9,0.4,0.0,9.0
2018-06-24,18134 Monachil,Sierra Nevada,22.6,14.5,19.7,0.0,0.0,9.5
2018-06-25,18134 Monachil,Sierra Nevada,22.6,12.3,18.8,0.0,0.0,12.0
2018-06-26,18134 Monachil,Sierra Nevada,20.8,11.0,16.7,0.5,0.0,10.8
2018-06-27,18134 Monachil,Sierra Nevada,19.0,11.0,15.2,0.2,0.0,8.4
2018-06-28,18134 Monachil,Sierra Nevada,17.9,8.8,13.4,3.0,0.0,10.2
2018-06-29,18134 Monachil,Sierra Nevada,17.5,7.9,13.5,3.4,0.0,9.2
2018-06-30,18134 Monachil,Sierra Nevada,16.9,9.2,14.0,1.0,0.0,8.4
2018-07-01,18134 Monachil,Sierra Nevada,16.1,7.9,12.2,0.0,0.0,14.8
2018-07-02,18134 Monachil,Sierra Nevada,18.3,7.8,13.6,0.0,0.0,10.2
2018-07-03,18134 Monachil,Sierra Nevada,19.2,9.9,14.5,1.8,0.0,16.1
2018-07-04,18134 Monachil,Sierra Nevada,18.9,9.4,14.5,0.6,0.0,14.3
2018-07-05,18134 Monachil,Sierra Nevada,18.6,9.7,14.4,0.0,0.0,9.0
2018-07-06,18134 Monachil,Sierra Nevada,20.0,8.9,14.9,0.0,0.0,7.7
2018-07-07,18134 Monachil,Sierra Nevada,21.0,11.5,17.2,3.0,0.0,11.5
2018-07-08,18134 Monachil,Sierra Nevada,20.7,11.0,16.7,3.3,0.0,9.4
2018-07-09,18134 Monachil,Sierra Nevada,21.1,13.0,17.0,0.2,0.0,10.2
2018-07-10,18134 Monachil,Sierra Nevada,20.5,13.2,16.6,0.4,0.0,13.0
2018-07-11,18134 Monachil,Sierra Nevada,20.4,10.8,16.4,1.5,0.0,14.1
2018-07-12,18134 Monachil,Sierra Nevada,20.5,9.9,15.8,0.0,0.0,15.8
2018-07-13,18134 Monachil,Sierra Nevada,19.7,10.3,15.5,1.6,0.0,9.4
2018-07-14,18134 Monachil,Sierra Nevada,21.0,9.2,16.0,0.0,0.0,15.6
2018-07-15,18134 Monachil,Sierra Nevada,18.9,9.3,15.1,2.4,0.0,16.7
2018-07-16,18134 Monachil,Sierra Nevada,20.0,7.9,14.4,0.0,0.0,10.8
2018-07-17,18134 Monachil,Sierra Nevada,23.5,9.0,17.5,1.0,0.0,10.2
2018-07-18,18134 Monachil,Sierra Nevada,22.8,12.4,18.8,0.0,0.0,14.6
2018-07-19,18134 Monachil,Sierra Nevada,23.1,13.4,18.7,0.2,0.0,18.2
2018-07-20,18134 Monachil,Sierra Nevada,22.1,13.4,17.8,0.3,0.0,17.1
2018-07-21,18134 Monachil,Sierra Nevada,21.7,12.5,17.1,0.0,0.0,13.0
2018-07-22,18134 Monachil,Sierra Nevada,21.6,11.5,17.1,0.1,0.0,13.2
2018-07-23,18134 Monachil,Sierra Nevada,23.5,14.1,18.8,0.0,0.0,12.0
2018-07-24,18134 Monachil,Sierra Nevada,23.3,13.4,18.3,0.0,0.0,11.3
2018-07-25,18134 Monachil,Sierra Nevada,23.0,12.4,18.4,0.0,0.0,10.6
2018-07-26,18134 Monachil,Sierra Nevada,22.0,13.8,17.4,0.0,0.0,9.0
2018-07-27,18134 Monachil,Sierra Nevada,23.5,12.1,17.6,0.0,0.0,11.1
2018-07-28,18134 Monachil,Sierra Nevada,23.4,14.3,18.9,0.0,0.0,12.2
2018-07-29,18134 Monachil,Sierra Nevada,22.1,14.4,18.8,0.0,0.0,10.8
2018-07-30,18134 Monachil,Sierra Nevada,21.7,12.0,17.0,0.0,0.0,8.7
2018-07-31,18134 Monachil,Sierra Nevada,22.5,12.1,17.5,0.0,0.0,8.6
2018-08-01,18134 Monachil,Sierra Nevada,24.2,14.3,19.1,0.1,0.0,10.7
2018-08-02,18134 Monachil,Sierra Nevada,24.7,17.4,20.6,0.0,0.0,8.7
2018-08-03,18134 Monachil,Sierra Nevada,24.6,16.7,20.9,0.0,0.0,16.6
2018-08-04,18134 Monachil,Sierra Nevada,24.6,16.7,20.6,0.0,0.0,16.9
2018-08-05,18134 Monachil,Sierra Nevada,22.6,15.5,18.8,1.4,0.0,9.9
2018-08-06,18134 Monachil,Sierra Nevada,22.1,15.2,18.7,0.9,0.0,11.2
2018-08-07,18134 Monachil,Sierra Nevada,22.0,14.4,18.2,4.4,0.0,7.5
2018-08-08,18134 Monachil,Sierra Nevada,20.8,13.0,17.1,1.4,0.0,12.6
2018-08-09,18134 Monachil,Sierra Nevada,20.0,10.8,15.7,0.0,0.0,14.8
2018-08-10,18134 Monachil,Sierra Nevada,20.8,10.2,15.1,0.5,0.0,12.3
2018-08-11,18134 Monachil,Sierra Nevada,19.8,11.7,15.9,1.2,0.0,6.6
2018-08-12,18134 Monachil,Sierra Nevada,19.9,12.6,16.0,1.2,0.0,6.9
2018-08-13,18134 Monachil,Sierra Nevada,20.6,9.5,15.1,0.0,0.0,12.7
2018-08-14,18134 Monachil,Sierra Nevada,21.0,10.7,15.7,0.1,0.0,8.2
2018-08-15,18134 Monachil,Sierra Nevada,18.9,11.9,14.9,1.7,0.0,5.5
2018-08-16,18134 Monachil,Sierra Nevada,16.9,9.5,13.1,2.8,0.0,9.5
2018-08-17,18134 Monachil,Sierra Nevada,16.2,9.0,12.3,5.6,0.0,10.6
2018-08-18,18134 Monachil,Sierra Nevada,17.4,9.9,14.0,2.7,0.0,8.5
2018-08-19,18134 Monachil,Sierra Nevada,19.4,12.7,16.1,1.4,0.0,10.1
2018-08-20,18134 Monachil,Sierra Nevada,16.9,12.1,14.4,3.2,0.0,8.1
2018-08-21,18134 Monachil,Sierra Nevada,17.3,11.1,13.9,0.0,0.0,6.2
2018-08-22,18134 Monachil,Sierra Nevada,17.5,10.6,13.8,3.4,0.0,8.5
2018-08-23,18134 Monachil,Sierra Nevada,16.0,8.3,11.7,11.2,0.0,7.0
2018-08-24,18134 Monachil,Sierra Nevada,18.1,9.3,14.2,0.0,0.0,10.7
2018-08-25,18134 Monachil,Sierra Nevada,18.5,11.6,15.0,1.1,0.0,9.2
2018-08-26,18134 Monachil,Sierra Nevada,20.5,11.5,16.1,0.0,0.0,9.2
2018-08-27,18134 Monachil,Sierra Nevada,23.2,15.0,18.7,0.0,0.0,9.1
2018-08-28,18134 Monachil,Sierra Nevada,20.7,14.4,17.3,2.1,0.0,11.3
2018-08-29,18134 Monachil,Sierra Nevada,18.8,9.4,15.0,0.5,0.0,13.9
2018-08-30,18134 Monachil,Sierra Nevada,17.2,9.1,13.5,1.9,0.0,9.0
2018-08-31,18134 Monachil,Sierra Nevada,18.7,11.5,15.0,0.0,0.0,5.8
2018-09-01,18134 Monachil,Sierra Nevada,20.4,12.1,16.1,0.0,0.0,5.4
2018-09-02,18134 Monachil,Sierra Nevada,21.6,14.3,17.9,2.4,0.0,11.8
2018-09-03,18134 Monachil,Sierra Nevada,19.6,11.7,15.8,3.8,0.0,16.8
2018-09-04,18134 Monachil,Sierra Nevada,17.6,8.1,12.9,0.0,0.0,17.6
2018-09-05,18134 Monachil,Sierra Nevada,17.3,6.7,12.2,0.0,0.0,14.2
2018-09-06,18134 Monachil,Sierra Nevada,17.1,7.8,12.2,0.0,0.0,10.2
2018-09-07,18134 Monachil,Sierra Nevada,16.1,5.7,11.6,0.8,0.0,8.4
2018-09-08,18134 Monachil,Sierra Nevada,13.4,9.7,11.2,17.6,0.0,13.7
2018-09-09,18134 Monachil,Sierra Nevada,14.3,7.9,10.6,1.6,0.0,7.2
2018-09-10,18134 Monachil,Sierra Nevada,15.1,7.4,10.9,0.4,0.0,6.3
2018-09-11,18134 Monachil,Sierra Nevada,17.4,8.3,12.6,1.0,0.0,8.2
2018-09-12,18134 Monachil,Sierra Nevada,17.5,10.6,13.9,1.3,0.0,12.3
2018-09-13,18134 Monachil,Sierra Nevada,15.3,7.8,11.7,3.7,0.0,8.4
2018-09-14,18134 Monachil,Sierra Nevada,14.1,8.1,10.7,6.2,0.0,7.4
2018-09-15,18134 Monachil,Sierra Nevada,12.4,7.6,10.0,15.3,0.0,7.4
2018-09-16,18134 Monachil,Sierra Nevada,14.9,6.9,11.1,4.1,0.0,8.6
2018-09-17,18134 Monachil,Sierra Nevada,16.0,8.9,12.2,4.1,0.0,7.7
2018-09-18,18134 Monachil,Sierra Nevada,15.1,8.6,12.0,6.2,0.0,13.3
2018-09-19,18134 Monachil,Sierra Nevada,14.7,7.5,10.8,2.3,0.0,6.6
2018-09-20,18134 Monachil,Sierra Nevada,15.0,8.3,11.7,0.5,0.0,6.5
2018-09-21,18134 Monachil,Sierra Nevada,16.1,7.7,12.2,0.0,0.0,7.8
2018-09-22,18134 Monachil,Sierra Nevada,17.6,8.9,13.1,0.0,0.0,8.1
2018-09-23,18134 Monachil,Sierra Nevada,18.2,9.5,14.0,0.0,0.0,7.7
2018-09-24,18134 Monachil,Sierra Nevada,18.4,10.7,14.3,0.0,0.0,10.5
2018-09-25,18134 Monachil,Sierra Nevada,16.7,11.0,13.8,0.5,0.0,8.7
2018-09-26,18134 Monachil,Sierra Nevada,13.7,8.0,12.1,6.0,0.0,8.7
2018-09-27,18134 Monachil,Sierra Nevada,14.4,7.6,10.3,0.2,0.0,8.9
2018-09-28,18134 Monachil,Sierra Nevada,14.0,7.9,10.9,0.4,0.0,9.0
2018-09-29,18134 Monachil,Sierra Nevada,15.3,9.0,11.8,0.0,0.0,7.3
2018-09-30,18134 Monachil,Sierra Nevada,13.4,7.7,10.3,4.8,0.0,6.6
2018-10-01,18134 Monachil,Sierra Nevada,12.6,5.8,8.6,1.6,0.0,8.6
2018-10-02,18134 Monachil,Sierra Nevada,14.3,5.3,10.1,0.0,0.0,13.0
2018-10-03,18134 Monachil,Sierra Nevada,14.0,7.2,10.3,0.0,0.0,11.9
2018-10-04,18134 Monachil,Sierra Nevada,13.8,6.8,10.1,0.0,0.0,10.1
2018-10-05,18134 Monachil,Sierra Nevada,13.2,6.8,9.8,0.5,0.0,8.5
2018-10-06,18134 Monachil,Sierra Nevada,14.3,6.9,9.8,0.0,0.0,12.7
2018-10-07,18134 Monachil,Sierra Nevada,13.2,5.7,9.4,0.4,0.0,14.0
2018-10-08,18134 Monachil,Sierra Nevada,11.7,4.1,8.0,0.1,0.0,15.6
2018-10-09,18134 Monachil,Sierra Nevada,9.2,5.0,6.7,7.9,0.0,10.5
2018-10-10,18134 Monachil,Sierra Nevada,11.3,5.0,7.6,1.6,0.0,7.2
2018-10-11,18134 Monachil,Sierra Nevada,12.3,5.2,8.3,3.8,0.0,10.7
2018-10-12,18134 Monachil,Sierra Nevada,15.1,6.9,10.7,0.0,0.0,7.2
